CardID,Name,Colors,CMC,Type,Subtype,Set,Rarity
301,Armadillo Cloak,"['G', 'W']",3,"[""'Enchantment'""]","[""'Aura'""]",VMA,Uncommon
302,Ash Barrens,,0,"[""'Land'""]",,PRM,Common
303,Augur of Bolas,['U'],2,"[""'Creature'""]","[""'Merfolk'"", ""'Wizard'""]",WAR,Uncommon
304,Aviary Mechanic,['W'],2,"[""'Creature'""]","[""'Dwarf'"", ""'Artificer'""]",KLD,Common
305,Behold the Multiverse,['U'],4,"[""'Instant'""]",,KHM,Common
306,Breath Weapon,['R'],3,"[""'Instant'""]",,CLB,Common
307,Cartouche of Solidarity,['W'],1,"[""'Enchantment'""]","[""'Aura'"", ""'Cartouche'""]",AKH,Common
308,Cast Down,['B'],2,"[""'Instant'""]",,DAR,Uncommon
309,Chain Lightning,['R'],1,"[""'Sorcery'""]",,DMR,Common
310,Chainer's Edict,['B'],2,"[""'Sorcery'""]",,VMA,Common
311,Contaminated Aquifer,,0,"[""'Land'""]","[""'Island'"", ""'Swamp'""]",DMU,Common
312,Dawnbringer Cleric,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",AFR,Common
313,Desert,,0,"[""'Land'""]","[""'Desert'""]",PRM,Rare
314,Diabolic Edict,['B'],2,"[""'Instant'""]",,MH1,Common
315,Dimir Aqueduct,,0,"[""'Land'""]",,RAV,Common
316,Dispel,['U'],1,"[""'Instant'""]",,BFZ,Common
317,Dwarven Forge-Chanter,['R'],2,"[""'Creature'""]","[""'Dwarf'"", ""'Wizard'""]",BRO,Common
318,Echoing Decay,['B'],2,"[""'Instant'""]",,DST,Common
319,End the Festivities,['R'],1,"[""'Sorcery'""]",,VOW,Common
320,Ethereal Armor,['W'],1,"[""'Enchantment'""]","[""'Aura'""]",RTR,Common
321,Eureka Moment,"['G', 'U']",4,"[""'Instant'""]",,STX,Common
322,Experimental Synthesizer,['R'],1,"[""'Artifact'""]",,NEO,Common
323,Faerie Seer,['U'],1,"[""'Creature'""]","[""'Faerie'"", ""'Wizard'""]",MH1,Common
324,Fireblast,['R'],6,"[""'Instant'""]",,VMA,Uncommon
325,Forgotten Cave,,0,"[""'Land'""]",,VMA,Common
326,Galvanic Blast,['R'],1,"[""'Instant'""]",,SOM,Common
327,Gladecover Scout,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Scout'""]",M14,Common
328,Glint Hawk,['W'],1,"[""'Creature'""]","[""'Bird'""]",SOM,Common
329,Goblin Blast-Runner,['R'],1,"[""'Creature'""]","[""'Goblin'""]",BRO,Common
330,Goblin Bushwhacker,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'""]",ZEN,Common
331,Goblin Tomb Raider,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Pirate'""]",LCI,Common
332,Great Furnace,,0,"[""'Artifact'"", ""'Land'""]",,MRD,Common
333,Growth Spiral,"['G', 'U']",2,"[""'Instant'""]",,RNA,Common
334,Gurmag Angler,['B'],7,"[""'Creature'""]","[""'Zombie'"", ""'Fish'""]",FRF,Common
335,Ichor Wellspring,,2,"[""'Artifact'""]",,BRR,Uncommon
336,Implement of Combustion,,1,"[""'Artifact'""]",,AER,Common
337,Journey to Nowhere,['W'],2,"[""'Enchantment'""]",,ZEN,Common
338,Kessig Flamebreather,['R'],2,"[""'Creature'""]","[""'Human'"", ""'Shaman'""]",VOW,Common
339,Kor Skyfisher,['W'],2,"[""'Creature'""]","[""'Kor'"", ""'Soldier'""]",PRM,Common
340,Kuldotha Rebirth,['R'],1,"[""'Sorcery'""]",,SOM,Common
341,Lava Dart,['R'],1,"[""'Instant'""]",,MH1,Common
342,Lembas,,2,"[""'Artifact'""]","[""'Food'""]",LTR,Common
343,Maestros Theater,,0,"[""'Land'""]",,SNC,Common
344,Makeshift Munitions,['R'],2,"[""'Enchantment'""]",,CMR,Common
345,Molten Tributary,,0,"[""'Land'""]","[""'Island'"", ""'Mountain'""]",DMU,Common
346,Moment's Peace,['G'],2,"[""'Instant'""]",,OD,Common
347,Murmuring Mystic,['U'],4,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",GRN,Uncommon
348,Mystical Teachings,['U'],4,"[""'Instant'""]",,MM3,Common
349,Ninja of the Deep Hours,['U'],4,"[""'Creature'""]","[""'Human'"", ""'Ninja'""]",BOK,Common
350,Pieces of the Puzzle,['U'],3,"[""'Sorcery'""]",,SOI,Common
351,Rancor,['G'],1,"[""'Enchantment'""]","[""'Aura'""]",2X2,Uncommon
352,Reckless Impulse,['R'],2,"[""'Sorcery'""]",,VOW,Common
353,Relic of Progenitus,,1,"[""'Artifact'""]",,ALA,Common
354,Rugged Highlands,,0,"[""'Land'""]",,MOM,Common
355,Seal of Fire,['R'],1,"[""'Enchantment'""]",,DIS,Common
356,Searing Blaze,['R'],2,"[""'Instant'""]",,WWK,Common
357,Secluded Steppe,,0,"[""'Land'""]",,VMA,Common
358,Silhana Ledgewalker,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Rogue'""]",RVR,Common
359,Simic Growth Chamber,,0,"[""'Land'""]",,DIS,Common
360,Slippery Bogle,"['G', 'U']",1,"[""'Creature'""]","[""'Beast'""]",EVE,Common
361,Spellstutter Sprite,['U'],2,"[""'Creature'""]","[""'Faerie'"", ""'Wizard'""]",LRW,Common
362,Stream of Thought,['U'],1,"[""'Sorcery'""]",,MH1,Common
363,Suffocating Fumes,['B'],3,"[""'Instant'""]",,IKO,Common
364,Swiftwater Cliffs,,0,"[""'Land'""]",,MOM,Common
365,Tangle,['G'],2,"[""'Instant'""]",,VMA,Common
366,Tangled Islet,,0,"[""'Land'""]","[""'Forest'"", ""'Island'""]",DMU,Common
367,Thorn of the Black Rose,['B'],4,"[""'Creature'""]","[""'Human'"", ""'Assassin'""]",CMR,Common
368,Thornwood Falls,,0,"[""'Land'""]",,MOM,Common
369,Tolarian Terror,['U'],7,"[""'Creature'""]","[""'Serpent'""]",DMU,Common
370,Unexpected Fangs,['B'],2,"[""'Instant'""]",,IKO,Common
371,Utopia Sprawl,['G'],1,"[""'Enchantment'""]","[""'Aura'""]",WOT,Uncommon
372,Voldaren Epicure,['R'],1,"[""'Creature'""]","[""'Vampire'""]",VOW,Common
373,Weather the Storm,['G'],2,"[""'Instant'""]",,MH1,Common
374,Wind-Scarred Crag,,0,"[""'Land'""]",,MOM,Common
375,Wrenn's Resolve,['R'],2,"[""'Sorcery'""]",,MOM,Common
376,Absorb,"['U', 'W']",3,"[""'Instant'""]",,RNA,Rare
377,Agent of Treachery,['U'],7,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",M20,Rare
378,Ancestral Anger,['R'],1,"[""'Sorcery'""]",,VOW,Common
379,Archfiend of the Dross,['B'],4,"[""'Creature'""]","[""'Phyrexian'"", ""'Demon'""]",ONE,Rare
380,Archon of Sun's Grace,['W'],4,"[""'Creature'""]","[""'Archon'""]",THB,Rare
381,Arclight Phoenix,['R'],4,"[""'Creature'""]","[""'Phoenix'""]",RVR,Rare
382,Ascendant Spirit,['U'],1,"[""'Snow'"", ""'Creature'""]","[""'Spirit'""]",KHM,Rare
383,Bala Ged Recovery,['G'],3,"[""'Sorcery'""]",,ZNR,Uncommon
384,Battlefield Forge,,0,"[""'Land'""]",,9ED,Rare
385,Bitter Triumph,['B'],2,"[""'Instant'""]",,LCI,Uncommon
386,Blightstep Pathway,,0,"[""'Land'""]",,KHM,Rare
387,Bloodtithe Harvester,"['B', 'R']",2,"[""'Creature'""]","[""'Vampire'""]",VOW,Uncommon
388,Castle Ardenvale,,0,"[""'Land'""]",,ELD,Rare
389,Castle Embereth,,0,"[""'Land'""]",,ELD,Rare
390,Chained to the Rocks,['W'],1,"[""'Enchantment'""]","[""'Aura'""]",THS,Rare
391,"Chandra, Dressed to Kill",['R'],3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Chandra'""]",VOW,Mythic
392,"Chandra, Hope's Beacon",['R'],6,"[""'Legendary'"", ""'Planeswalker'""]","[""'Chandra'""]",MOM,Mythic
393,Change the Equation,['U'],2,"[""'Instant'""]",,MOM,Uncommon
394,Conspiracy Theorist,['R'],2,"[""'Creature'""]","[""'Human'"", ""'Shaman'""]",STX,Rare
395,Curious Obsession,['U'],1,"[""'Enchantment'""]","[""'Aura'""]",RIX,Uncommon
396,Dark Petition,['B'],5,"[""'Sorcery'""]",,ORI,Rare
397,Defiant Strike,['W'],1,"[""'Instant'""]",,M21,Common
398,Den of the Bugbear,,0,"[""'Land'""]",,AFR,Rare
399,Deserted Beach,,0,"[""'Land'""]",,DBL,Rare
400,Dovin's Veto,"['U', 'W']",2,"[""'Instant'""]",,WAR,Uncommon
401,Dreadhorde Arcanist,['R'],2,"[""'Creature'""]","[""'Zombie'"", ""'Wizard'""]",WAR,Rare
402,Duress,['B'],1,"[""'Sorcery'""]",,DMR,Common
403,"Eiganjo, Seat of the Empire",,0,"[""'Legendary'"", ""'Land'""]",,PRM,Rare
404,"Elesh Norn, Mother of Machines",['W'],5,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Praetor'""]",ONE,Mythic
405,Emergent Ultimatum,"['B', 'G', 'U']",7,"[""'Sorcery'""]",,IKO,Rare
406,Enigmatic Incarnation,"['G', 'U']",4,"[""'Enchantment'""]",,THB,Rare
407,Faceless Haven,,0,"[""'Snow'"", ""'Land'""]",,KHM,Rare
408,Farewell,['W'],6,"[""'Sorcery'""]",,NEO,Rare
409,Favored Hoplite,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",THS,Uncommon
410,Field of Ruin,,0,"[""'Land'""]",,MID,Uncommon
411,Fiery Impulse,['R'],1,"[""'Instant'""]",,ORI,Common
412,Fires of Invention,['R'],4,"[""'Enchantment'""]",,ELD,Rare
413,Furnace Punisher,['R'],3,"[""'Creature'""]","[""'Phyrexian'"", ""'Warrior'""]",ONE,Uncommon
414,Galvanic Iteration,"['R', 'U']",2,"[""'Instant'""]",,MID,Rare
415,Geistlight Snare,['U'],3,"[""'Instant'""]",,VOW,Uncommon
416,Get Lost,['W'],2,"[""'Instant'""]",,LCI,Rare
417,Glacial Fortress,,0,"[""'Land'""]",,XLN,Rare
418,Glasspool Mimic,['U'],3,"[""'Creature'""]","[""'Shapeshifter'"", ""'Rogue'""]",ZNR,Rare
419,Go Blank,['B'],3,"[""'Sorcery'""]",,STX,Uncommon
420,Go for the Throat,['B'],2,"[""'Instant'""]",,BRO,Uncommon
421,Gods Willing,['W'],1,"[""'Instant'""]",,2X2,Common
422,Graveyard Trespasser,['B'],3,"[""'Creature'""]","[""'Human'"", ""'Werewolf'""]",MID,Rare
423,Hallowed Moonlight,['W'],2,"[""'Instant'""]",,ORI,Rare
424,Hanged Executioner,['W'],3,"[""'Creature'""]","[""'Spirit'""]",M20,Rare
425,Haunted Ridge,,0,"[""'Land'""]",,MID,Rare
426,Hengegate Pathway,,0,"[""'Land'""]",,KHM,Rare
427,Hidden Strings,['U'],2,"[""'Sorcery'""]",,DGM,Common
428,Hive of the Eye Tyrant,,0,"[""'Land'""]",,AFR,Rare
429,Homestead Courage,['W'],1,"[""'Sorcery'""]",,MID,Common
430,Icon of Ancestry,,3,"[""'Artifact'""]",,M20,Rare
431,Illuminator Virtuoso,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",SNC,Uncommon
432,Inspiring Vantage,,0,"[""'Land'""]",,KLD,Rare
433,"Inti, Seneschal of the Sun",['R'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Knight'""]",LCI,Rare
434,Irrigated Farmland,,0,"[""'Land'""]","[""'Plains'"", ""'Island'""]",AKH,Rare
435,Izzet Charm,"['R', 'U']",2,"[""'Instant'""]",,2X2,Common
436,Jwari Disruption,['U'],2,"[""'Instant'""]",,ZNR,Uncommon
437,"Kenrith, the Returned King",['W'],5,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Noble'""]",ELD,Mythic
438,Knight of Autumn,"['G', 'W']",3,"[""'Creature'""]","[""'Dryad'"", ""'Knight'""]",GRN,Rare
439,Kumano Faces Kakkazan,['R'],1,"[""'Enchantment'""]","[""'Saga'""]",NEO,Uncommon
440,Kutzil's Flanker,['W'],3,"[""'Creature'""]","[""'Cat'"", ""'Warrior'""]",LCI,Rare
441,"Lier, Disciple of the Drowned",['U'],5,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",MID,Mythic
442,Light Up the Stage,['R'],3,"[""'Sorcery'""]",,RNA,Uncommon
443,Lightning Axe,['R'],1,"[""'Instant'""]",,2XM,Common
444,Liliana of the Veil,['B'],3,"[""'Legendary'"", ""'Planeswalker'""]","[""'Liliana'""]",PRM,Mythic
445,Lotus Field,,0,"[""'Land'""]",,M20,Rare
446,Make Disappear,['U'],2,"[""'Instant'""]",,SNC,Common
447,Mana Confluence,,0,"[""'Land'""]",,JOU,Rare
448,March of Otherworldly Light,['W'],1,"[""'Instant'""]",,NEO,Rare
449,Mausoleum Wanderer,['U'],1,"[""'Creature'""]","[""'Spirit'""]",EMN,Rare
450,Memory Deluge,['U'],4,"[""'Instant'""]",,MID,Rare
451,Monastery Swiftspear,['R'],1,"[""'Creature'""]","[""'Human'"", ""'Monk'""]",BRO,Uncommon
452,Monstrous Rage,['R'],1,"[""'Instant'""]",,WOE,Uncommon
453,Needleverge Pathway,,0,"[""'Land'""]",,ZNR,Rare
454,Nylea's Presence,['G'],2,"[""'Enchantment'""]","[""'Aura'""]",THS,Common
455,Omen of the Sea,['U'],2,"[""'Enchantment'""]",,THB,Common
456,Omniscience,['U'],10,"[""'Enchantment'""]",,M19,Mythic
457,Opt,['U'],1,"[""'Instant'""]",,M21,Common
458,Path to the World Tree,['G'],2,"[""'Enchantment'""]",,KHM,Uncommon
459,Phoenix Chick,['R'],1,"[""'Creature'""]","[""'Phoenix'""]",DMU,Uncommon
460,Picklock Prankster,['U'],2,"[""'Creature'""]","[""'Faerie'"", ""'Rogue'""]",WOE,Uncommon
461,Play with Fire,['R'],1,"[""'Instant'""]",,MID,Uncommon
462,Pore Over the Pages,['U'],5,"[""'Sorcery'""]",,SOI,Uncommon
463,Portable Hole,['W'],1,"[""'Artifact'""]",,AFR,Uncommon
464,Power Word Kill,['B'],2,"[""'Instant'""]",,AFR,Uncommon
465,Prismari Command,"['R', 'U']",3,"[""'Instant'""]",,STX,Rare
466,Quick Study,['U'],3,"[""'Instant'""]",,WOE,Common
467,Rampaging Ferocidon,['R'],3,"[""'Creature'""]","[""'Dinosaur'""]",XLN,Rare
468,Ramunap Ruins,,0,"[""'Land'""]","[""'Desert'""]",HOU,Uncommon
469,Rattlechains,['U'],2,"[""'Creature'""]","[""'Spirit'""]",SOI,Rare
470,Reckless Rage,['R'],1,"[""'Instant'""]",,RIX,Uncommon
471,Reckoner Bankbuster,,2,"[""'Artifact'""]","[""'Vehicle'""]",NEO,Rare
472,Restless Anchorage,,0,"[""'Land'""]",,LCI,Rare
473,Riverglide Pathway,,0,"[""'Land'""]",,ZNR,Rare
474,Rootbound Crag,,0,"[""'Land'""]",,XLN,Rare
475,Sea Gate Restoration,['U'],7,"[""'Sorcery'""]",,ZNR,Mythic
476,Seachrome Coast,,0,"[""'Land'""]",,ONE,Rare
477,Sejiri Shelter,['W'],2,"[""'Instant'""]",,ZNR,Uncommon
478,Shacklegeist,['U'],2,"[""'Creature'""]","[""'Spirit'""]",M21,Rare
479,Shark Typhoon,['U'],6,"[""'Enchantment'""]",,IKO,Rare
480,Shore Up,['U'],1,"[""'Instant'""]",,DMU,Common
481,Skyclave Apparition,['W'],3,"[""'Creature'""]","[""'Kor'"", ""'Spirit'""]",PRM,Rare
482,Sleight of Hand,['U'],1,"[""'Sorcery'""]",,WOE,Common
483,"Sokenzan, Crucible of Defiance",,0,"[""'Legendary'"", ""'Land'""]",,NEO,Rare
484,Soul-Scar Mage,['R'],1,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",AKH,Rare
485,Spara's Headquarters,,0,"[""'Land'""]","[""'Forest'"", ""'Plains'"", ""'Island'""]",SNC,Rare
486,Spectral Sailor,['U'],1,"[""'Creature'""]","[""'Spirit'"", ""'Pirate'""]",M20,Uncommon
487,Spikefield Hazard,['R'],1,"[""'Instant'""]",,ZNR,Uncommon
488,Stormcarved Coast,,0,"[""'Land'""]",,VOW,Rare
489,Sulfurous Springs,,0,"[""'Land'""]",,9ED,Rare
490,Sunfall,['W'],5,"[""'Sorcery'""]",,MOM,Rare
491,Sunken Citadel,,0,"[""'Land'""]","[""'Cave'""]",LCI,Rare
492,Supreme Phantom,['U'],2,"[""'Creature'""]","[""'Spirit'""]",M19,Rare
493,Sylvan Scrying,['G'],2,"[""'Sorcery'""]",,BFZ,Uncommon
494,"Teferi, Hero of Dominaria","['U', 'W']",5,"[""'Legendary'"", ""'Planeswalker'""]","[""'Teferi'""]",SLD,Mythic
495,Temporal Trespass,['U'],11,"[""'Sorcery'""]",,FRF,Mythic
496,Temporary Lockdown,['W'],3,"[""'Enchantment'""]",,DMU,Rare
497,Tenth District Legionnaire,"['R', 'W']",2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",2X2,Common
498,The Wandering Emperor,['W'],4,"[""'Legendary'"", ""'Planeswalker'""]",,PRM,Mythic
499,"Tolsimir, Friend to Wolves","['G', 'W']",5,"[""'Legendary'"", ""'Creature'""]","[""'Elf'"", ""'Scout'""]",WAR,Rare
500,Treasure Cruise,['U'],8,"[""'Sorcery'""]",,KTK,Common
501,Vizier of Tumbling Sands,['U'],3,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",AKH,Uncommon
502,"Aclazotz, Deepest Betrayal",['B'],5,"[""'Legendary'"", ""'Creature'""]","[""'Bat'"", ""'God'""]",LCI,Mythic
503,Adarkar Wastes,,0,"[""'Land'""]",,DMU,Rare
504,Ambitious Farmhand,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Peasant'""]",MID,Uncommon
505,Annex Sentry,['W'],3,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Cleric'""]",ONE,Uncommon
506,Anoint with Affliction,['B'],2,"[""'Instant'""]",,ONE,Common
507,Big Score,['R'],4,"[""'Instant'""]",,SNC,Common
508,Bloodthirsty Adversary,['R'],2,"[""'Creature'""]","[""'Vampire'""]",MID,Mythic
509,Breach the Multiverse,['B'],7,"[""'Sorcery'""]",,MOM,Rare
510,Bring the Ending,['U'],2,"[""'Instant'""]",,ONE,Common
511,Brotherhood's End,['R'],3,"[""'Sorcery'""]",,PRM,Rare
512,Burn Down the House,['R'],5,"[""'Sorcery'""]",,MID,Rare
513,Charge of the Mites,['W'],3,"[""'Instant'""]",,ONE,Common
514,Charming Scoundrel,['R'],2,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",WOE,Rare
515,Crawling Chorus,['W'],1,"[""'Creature'""]","[""'Phyrexian'"", ""'Horror'""]",ONE,Common
516,Cut Down,['B'],1,"[""'Instant'""]",,DMU,Uncommon
517,Deathcap Glade,,0,"[""'Land'""]",,VOW,Rare
518,Deep-Cavern Bat,['B'],2,"[""'Creature'""]","[""'Bat'""]",LCI,Uncommon
519,"Etali, Primal Conqueror",['R'],7,"[""'Legendary'"", ""'Creature'""]","[""'Elder'"", ""'Dinosaur'""]",MOM,Rare
520,Fading Hope,['U'],1,"[""'Instant'""]",,MID,Uncommon
521,"Feldon, Ronom Excavator",['R'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Artificer'""]",BRO,Rare
522,Gix's Command,['B'],5,"[""'Sorcery'""]",,BRO,Rare
523,"Gix, Yawgmoth Praetor",['B'],3,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Praetor'""]",BRO,Mythic
524,Glissa Sunslayer,"['B', 'G']",3,"[""'Legendary'"", ""'Creature'""]","[""'Phyrexian'"", ""'Zombie'"", ""'Elf'""]",ONE,Rare
525,"Goddric, Cloaked Reveler",['R'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Noble'""]",WOE,Rare
526,Jawbone Duelist,['W'],2,"[""'Creature'""]","[""'Phyrexian'"", ""'Soldier'""]",ONE,Uncommon
527,Lay Down Arms,['W'],1,"[""'Sorcery'""]",,BRO,Uncommon
528,Lightning Strike,['R'],2,"[""'Instant'""]",,DMU,Common
529,Llanowar Wastes,,0,"[""'Land'""]",,BRO,Rare
530,March of Swirling Mist,['U'],1,"[""'Instant'""]",,NEO,Rare
531,Mirrex,,0,"[""'Land'""]","[""'Sphere'""]",ONE,Rare
532,Mishra's Foundry,,0,"[""'Land'""]",,BRO,Rare
533,Mosswood Dreadknight,['G'],2,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",WOE,Rare
534,"Nissa, Ascended Animist",['G'],7,"[""'Legendary'"", ""'Planeswalker'""]","[""'Nissa'""]",ONE,Mythic
535,Obscura Storefront,,0,"[""'Land'""]",,SNC,Common
536,Ossification,['W'],2,"[""'Enchantment'""]","[""'Aura'""]",ONE,Uncommon
537,Preacher of the Schism,['B'],3,"[""'Creature'""]","[""'Vampire'"", ""'Cleric'""]",LCI,Rare
538,Raffine's Tower,,0,"[""'Land'""]","[""'Plains'"", ""'Island'"", ""'Swamp'""]",SNC,Rare
539,Razorverge Thicket,,0,"[""'Land'""]",,ONE,Rare
540,Restless Cottage,,0,"[""'Land'""]",,WOE,Rare
541,Restless Vents,,0,"[""'Land'""]",,LCI,Rare
542,Sanctuary Warden,['W'],6,"[""'Creature'""]","[""'Angel'"", ""'Soldier'""]",SNC,Mythic
543,Sentinel of the Nameless City,['G'],3,"[""'Creature'""]","[""'Merfolk'"", ""'Warrior'"", ""'Scout'""]",LCI,Rare
544,Serra Paragon,['W'],4,"[""'Creature'""]","[""'Angel'""]",PRM,Mythic
545,Serum Snare,['U'],2,"[""'Instant'""]",,ONE,Uncommon
546,Skrelv's Hive,['W'],2,"[""'Enchantment'""]",,ONE,Rare
547,"Skrelv, Defector Mite",['W'],1,"[""'Legendary'"", ""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Mite'""]",ONE,Rare
548,Sorin the Mirthless,['B'],4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Sorin'""]",VOW,Mythic
549,"Squee, Dubious Monarch",['R'],3,"[""'Legendary'"", ""'Creature'""]","[""'Goblin'"", ""'Noble'""]",DMU,Rare
550,The Celestus,,3,"[""'Legendary'"", ""'Artifact'""]",,MID,Rare
551,The Eternal Wanderer,['W'],6,"[""'Legendary'"", ""'Planeswalker'""]",,ONE,Rare
552,The Irencrag,,2,"[""'Legendary'"", ""'Artifact'""]",,WOE,Rare
553,The Restoration of Eiganjo,['W'],3,"[""'Enchantment'""]","[""'Saga'""]",NEO,Rare
554,The Seedcore,,0,"[""'Land'""]","[""'Sphere'""]",ONE,Rare
555,Thundering Raiju,['R'],4,"[""'Creature'""]","[""'Spirit'""]",NEO,Rare
556,Trumpeting Carnosaur,['R'],6,"[""'Creature'""]","[""'Dinosaur'""]",LCI,Rare
557,Venerated Rotpriest,['G'],1,"[""'Creature'""]","[""'Phyrexian'"", ""'Druid'""]",ONE,Rare
558,Virtue of Persistence,['B'],7,"[""'Enchantment'""]",,WOE,Mythic
559,Wedding Announcement,['W'],3,"[""'Enchantment'""]",,VOW,Rare
560,Witchstalker Frenzy,['R'],4,"[""'Instant'""]",,WOE,Uncommon
561,Yavimaya Coast,,0,"[""'Land'""]",,ORI,Rare
562,Ancestral Recall,['U'],1,"[""'Instant'""]",,VMA,Mythic
563,Black Lotus,,0,"[""'Artifact'""]",,VMA,Mythic
564,Coveted Jewel,,6,"[""'Artifact'""]",,PZ2,Rare
565,Grim Monolith,,2,"[""'Artifact'""]",,PRM,Rare
566,"Karn, the Great Creator",,4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Karn'""]",PRM,Rare
567,Mana Crypt,,0,"[""'Artifact'""]",,SPG,Mythic
568,Mana Vault,,1,"[""'Artifact'""]",,UMA,Mythic
569,Manifold Key,,1,"[""'Artifact'""]",,M20,Uncommon
570,Mishra's Workshop,,0,"[""'Land'""]",,VMA,Mythic
571,Mox Emerald,,0,"[""'Artifact'""]",,VMA,Mythic
572,Mox Jet,,0,"[""'Artifact'""]",,VMA,Mythic
573,Mox Pearl,,0,"[""'Artifact'""]",,VMA,Mythic
574,Mox Ruby,,0,"[""'Artifact'""]",,VMA,Mythic
575,Mox Sapphire,,0,"[""'Artifact'""]",,VMA,Mythic
576,Mystic Forge,,4,"[""'Artifact'""]",,M20,Rare
577,Paradoxical Outcome,['U'],4,"[""'Instant'""]",,KLD,Rare
578,Phyrexian Metamorph,['U'],4,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Shapeshifter'""]",NPH,Rare
579,Sol Ring,,1,"[""'Artifact'""]",,CMM,Uncommon
580,Time Vault,,2,"[""'Artifact'""]",,VMA,Mythic
581,Time Walk,['U'],2,"[""'Sorcery'""]",,VMA,Mythic
582,Tinker,['U'],3,"[""'Sorcery'""]",,V09,Mythic
583,Tolarian Academy,,0,"[""'Legendary'"", ""'Land'""]",,VMA,Mythic
584,Batterskull,,5,"[""'Artifact'""]","[""'Equipment'""]",NPH,Mythic
585,Bridge from Below,['B'],3,"[""'Enchantment'""]",,FUT,Rare
586,Cabal Therapy,['B'],1,"[""'Sorcery'""]",,EMA,Uncommon
587,Careful Study,['U'],1,"[""'Sorcery'""]",,OD,Common
588,Cephalid Coliseum,,0,"[""'Land'""]",,V12,Mythic
589,Cephalid Illusionist,['U'],2,"[""'Creature'""]","[""'Cephalid'"", ""'Wizard'""]",TOR,Uncommon
590,Copy Artifact,['U'],2,"[""'Enchantment'""]",,ME4,Rare
591,Dauntless Dismantler,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Artificer'""]",LCI,Uncommon
592,Dread Return,['B'],4,"[""'Sorcery'""]",,CMM,Common
593,Elvish Reclaimer,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Warrior'""]",M20,Rare
594,"Emrakul, the Aeons Torn",,15,"[""'Legendary'"", ""'Creature'""]","[""'Eldrazi'""]",PRM,Mythic
595,Extraction Specialist,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",SNC,Rare
596,Flagstones of Trokair,,0,"[""'Legendary'"", ""'Land'""]",,TSP,Rare
597,Flickerwisp,['W'],3,"[""'Creature'""]","[""'Elemental'""]",2X2,Uncommon
598,Gaddock Teeg,"['G', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Kithkin'"", ""'Advisor'""]",LRW,Rare
599,Glassdust Hulk,"['U', 'W']",5,"[""'Artifact'"", ""'Creature'""]","[""'Golem'""]",ARB,Common
600,Goblin Rabblemaster,['R'],3,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'""]",M15,Rare
601,Golgari Grave-Troll,['G'],5,"[""'Creature'""]","[""'Troll'"", ""'Skeleton'""]",RAV,Rare
602,Golgari Thug,['B'],2,"[""'Creature'""]","[""'Human'"", ""'Warrior'""]",RVR,Uncommon
603,Green Sun's Zenith,['G'],1,"[""'Sorcery'""]",,MBS,Rare
604,"Hogaak, Arisen Necropolis","['B', 'G']",7,"[""'Legendary'"", ""'Creature'""]","[""'Avatar'""]",MH1,Rare
605,Ichorid,['B'],4,"[""'Creature'""]","[""'Horror'""]",VMA,Rare
606,Kaldra Compleat,,7,"[""'Legendary'"", ""'Artifact'""]","[""'Equipment'""]",MH2,Mythic
607,Knight of the Reliquary,"['G', 'W']",3,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",CON,Rare
608,Land Grant,['G'],2,"[""'Sorcery'""]",,MM,Common
609,Legolas's Quick Reflexes,['G'],1,"[""'Instant'""]",,LTC,Rare
