event id,card name,copies
66,Xander's Lounge,1
66,Zagoth Triome,3
66,Ziatora's Proving Ground,1
66,Zurgo Bellstriker,1
67,Adarkar Wastes,2
67,Annex Sentry,2
67,Anoint with Affliction,2
67,Archangel of Wrath,4
67,"Atraxa, Grand Unifier",2
67,Bloodthirsty Adversary,8
67,Breach the Multiverse,3
67,Bring the Ending,1
67,Cavern of Souls,3
67,Caves of Koilos,6
67,Charge of the Mites,3
67,Charming Scoundrel,6
67,Chrome Host Seedshark,3
67,Confounding Riddle,2
67,Courier's Briefcase,4
67,Crawling Chorus,4
67,Cut Down,8
67,Darkslick Shores,12
67,Deep-Cavern Bat,8
67,"Dennick, Pious Apprentice",3
67,Depopulate,4
67,Deserted Beach,1
67,Destroy Evil,1
67,"Eiganjo, Seat of the Empire",2
67,Ertai Resurrected,2
67,Experimental Augury,2
67,Fading Hope,3
67,Faerie Mastermind,3
67,"Feldon, Ronom Excavator",2
67,Field of Ruin,3
67,Forest,3
67,"Gix, Yawgmoth Praetor",2
67,Go for the Throat,10
67,"Goddric, Cloaked Reveler",6
67,Herd Migration,3
67,Hidetsugu and Kairi,3
67,Invasion of Zendikar,3
67,Island,5
67,Jawbone Duelist,3
67,Jetmir's Garden,4
67,Kumano Faces Kakkazan,8
67,Leyline Binding,4
67,Lightning Strike,8
67,Loran of the Third Path,1
67,"Lord Skitter, Sewer King",2
67,Make Disappear,6
67,"Malcolm, Alluring Scoundrel",1
67,March of Swirling Mist,4
67,Memory Deluge,4
67,Mirrex,5
67,Mishra's Foundry,6
67,Monastery Swiftspear,6
67,Monstrous Rage,2
67,Mountain,37
67,Negate,2
67,"Otawara, Soaring City",4
67,Path of Peril,2
67,Phoenix Chick,6
67,Plains,5
67,Play with Fire,8
67,Plaza of Heroes,2
67,Preacher of the Schism,2
67,Raffine's Tower,8
67,"Raffine, Scheming Seer",8
67,Razorverge Thicket,3
67,Restless Anchorage,6
67,Restless Reef,1
67,Restless Vinestalk,1
67,Seachrome Coast,8
67,Serum Snare,4
67,Shattered Sanctum,8
67,Sheoldred's Edict,1
67,Shipwreck Marsh,4
67,Shivan Devastator,2
67,Siphon Insight,2
67,Skrelv's Hive,4
67,"Skrelv, Defector Mite",4
67,"Sokenzan, Crucible of Defiance",4
67,Spara's Headquarters,4
67,Spyglass Siren,4
67,"Squee, Dubious Monarch",5
67,Subterranean Schooner,3
67,Swamp,5
67,"Takenuma, Abandoned Mire",2
67,Temporary Lockdown,2
67,The Celestus,1
67,The Seedcore,4
67,The Wandering Emperor,2
67,Thundering Raiju,2
67,Tishana's Tidebinder,7
67,Topiary Stomper,3
67,Underground River,10
67,Venerated Rotpriest,4
67,Virtue of Loyalty,3
67,Virtue of Persistence,2
67,Wedding Announcement,4
67,Witchstalker Frenzy,5
67,Yavimaya Coast,2
67,Ziatora's Proving Ground,2
68,Ancestral Recall,3
68,Ancient Tomb,4
68,Anointed Peacekeeper,3
68,Archon of Emeria,4
68,Basking Rootwalla,4
68,Bayou,2
68,Bazaar of Baghdad,4
68,Black Lotus,4
68,Blazing Rootwalla,4
68,Bloodghast,4
68,Bolas's Citadel,2
68,"Boromir, Warden of the Tower",1
68,"Boseiju, Who Endures",3
68,Brainstorm,3
68,Cavern of Souls,4
68,Chalice of the Void,1
68,Chancellor of the Annex,4
68,Chrome Mox,4
68,Containment Priest,2
68,Dauntless Dismantler,1
68,Day's Undoing,1
68,Deathrite Shaman,4
68,Demonic Tutor,2
68,Dig Through Time,1
68,Dress Down,1
68,Emeria's Call,2
68,Flooded Strand,3
68,Force of Negation,8
68,Force of Vigor,4
68,Force of Will,12
68,Forest,1
68,Gitaxian Probe,2
68,Grindstone,1
68,"Hogaak, Arisen Necropolis",2
68,Hollow One,4
68,Hullbreacher,4
68,Island,2
68,"Jace, Vryn's Prodigy",1
68,Karakas,2
68,"Karn, the Great Creator",2
68,"Lavinia, Azorius Renegade",4
68,Leonin Arbiter,2
68,Lotus Petal,1
68,Lórien Revealed,10
68,Mana Crypt,3
68,Mana Vault,1
68,Manifold Key,1
68,March of Otherworldly Light,1
68,Mental Misstep,4
68,Merchant Scroll,2
68,Mishra's Bauble,4
68,Misty Rainforest,3
68,Mox Emerald,3
68,Mox Jet,4
68,Mox Opal,1
68,Mox Pearl,4
68,Mox Ruby,3
68,Mox Sapphire,4
68,"Narset, Parter of Veils",1
68,Null Rod,1
68,Once Upon a Time,4
68,Opposition Agent,1
68,Orcish Bowmasters,2
68,Painter's Servant,3
68,Paradoxical Outcome,4
68,Plains,2
68,Polluted Delta,2
68,Ponder,1
68,Pyroblast,3
68,Samwise the Stouthearted,1
68,Scalding Tarn,3
68,Seasoned Dungeoneer,4
68,Sensei's Divining Top,2
68,Serum Powder,4
68,Snapcaster Mage,1
68,Snow-Covered Island,1
68,Sol Ring,3
68,Spell Pierce,3
68,Spreading Seas,1
68,Strip Mine,4
68,Swords to Plowshares,4
68,"Tezzeret, Agent of Bolas",1
68,"Thalia, Guardian of Thraben",3
68,Time Vault,1
68,Time Walk,3
68,Timetwister,1
68,Tinker,2
68,Tolarian Academy,2
68,Treasure Cruise,1
68,Trinisphere,1
68,Tundra,4
68,Underground Sea,7
68,Urza's Saga,12
68,Vampiric Tutor,1
68,Vengevine,4
68,Verdant Catacombs,4
68,Volcanic Island,3
68,Wasteland,13
68,White Plume Adventurer,4
68,"Yavimaya, Cradle of Growth",1
68,Yawgmoth's Will,2
75,Aether Spellbomb,1
75,Aether Vial,4
75,Aetherflux Reservoir,1
75,Ancient Tomb,31
75,Animate Dead,4
75,Archon of Cruelty,1
75,Archon of Emeria,4
75,Assassin's Trophy,4
75,"Atraxa, Grand Unifier",6
75,Badlands,5
75,Baleful Strix,3
75,Batterskull,1
75,Battle Cry Goblin,12
75,Bayou,2
75,Bloodstained Mire,3
75,Bojuka Bog,2
75,"Boseiju, Who Endures",4
75,Brainstorm,48
75,Brazen Borrower,11
75,Broadside Bombardiers,10
75,Cabal Ritual,1
75,Cavern of Souls,18
75,Caves of Chaos Adventurer,4
75,Cephalid Coliseum,1
75,Chalice of the Void,15
75,Chrome Mox,18
75,City of Traitors,25
75,Cling to Dust,1
75,Cloudpost,4
75,Consider,1
75,Coveted Jewel,5
75,Crashing Footfalls,9
75,Crop Rotation,8
75,Crystal Vein,1
75,Dack Fayden,4
75,Dark Depths,3
75,Dark Ritual,4
75,Dauthi Voidwalker,6
75,Daze,25
75,Delver of Secrets,20
75,Dismember,1
75,Doomsday,4
75,Dragon's Rage Channeler,16
75,Dream's Grip,7
75,Dress Down,1
75,Drown in the Loch,5
75,Dryad Arbor,1
75,Duress,1
75,Echoing Deeps,1
75,Edge of Autumn,2
75,Elvish Reclaimer,8
75,Elvish Spirit Guide,16
75,"Emrakul, the Aeons Torn",5
75,"Emry, Lurker of the Loch",4
75,Endurance,2
75,Entomb,4
75,Ertai Resurrected,1
75,Eye of Ugin,1
75,Fable of the Mirror-Breaker,6
75,Fatal Push,4
75,Fire // Ice,12
75,Flagstones of Trokair,2
75,Flooded Strand,16
75,Force of Negation,16
75,Force of Will,72
75,Forest,8
75,Forth Eorlingas!,5
75,Fury,1
75,Gemstone Caverns,1
75,Glacial Chasm,1
75,Glimmerpost,4
75,Goblin Chieftain,2
75,Goblin Matron,11
75,Goblin Rabblemaster,8
75,Goblin Ringleader,12
75,Goblin Warchief,5
75,Green Sun's Zenith,8
75,Grief,16
75,Grim Monolith,8
75,Hullbreacher,2
75,Island,17
75,Kaldra Compleat,1
75,Karakas,8
75,Knight of the Reliquary,4
75,"Lavinia, Azorius Renegade",2
75,Legolas's Quick Reflexes,2
75,Life from the Loam,1
75,Lightning Bolt,18
75,Lion's Eye Diamond,1
75,Lotus Petal,26
75,Lórien Revealed,20
75,Manifold Key,4
75,March of Otherworldly Light,1
75,Marsh Flats,4
75,Meddling Mage,1
75,Metallic Rebuke,2
75,"Minamo, School at Water's Edge",1
75,"Minsc & Boo, Timeless Heroes",6
75,Mishra's Bauble,16
75,Misty Rainforest,29
75,Molten Collapse,7
75,Mountain,18
75,Mox Diamond,3
75,Mox Opal,9
75,Murderous Cut,2
75,Murktide Regent,18
75,"Muxus, Goblin Grandee",12
75,Mystic Sanctuary,2
75,Mystical Dispute,6
75,"Narset, Parter of Veils",2
75,Omniscience,2
75,Once Upon a Time,7
75,Orcish Bowmasters,32
75,"Otawara, Soaring City",5
75,Outland Liberator,1
75,Palace Jailer,1
75,Paradox Engine,2
75,Paradoxical Outcome,3
75,Patchwork Automaton,4
75,Personal Tutor,3
75,Phyrexian Metamorph,8
75,Pithing Needle,3
75,Plague Engineer,1
75,Plains,8
75,Plateau,3
75,Polluted Delta,37
75,Ponder,42
75,Preordain,1
75,Primeval Titan,3
75,Prismatic Ending,5
75,Ramunap Excavator,1
75,Reanimate,16
75,Recruiter of the Guard,3
75,Relic of Sauron,3
75,Retrofitter Foundry,1
75,Sakashima the Impostor,1
75,Saprazzan Skerry,8
75,Sauron's Ransom,1
75,Savannah,3
75,Scalding Tarn,21
75,Scrubland,1
75,Sea Gate Restoration,2
75,Seal of Fire,1
75,Seasoned Dungeoneer,4
75,Seat of the Synod,4
75,Sejiri Steppe,2
75,Shadowspear,2
75,Shardless Agent,12
75,Shatterskull Smashing,7
75,Sheoldred's Edict,2
75,Show and Tell,4
75,Simian Spirit Guide,26
75,Skirk Prospector,4
75,Skyclave Apparition,1
75,Snapcaster Mage,1
75,Sneak Attack,4
75,Snow-Covered Forest,1
75,Snow-Covered Island,3
75,Snuff Out,3
75,Solitude,6
75,Soul-Guide Lantern,1
75,Spell Pierce,7
75,Spellseeker,1
75,Staff of the Storyteller,4
75,Stalactite Stalker,12
75,Stifle,3
75,Stoneforge Mystic,4
75,Street Wraith,2
75,Swamp,8
75,Swords to Plowshares,12
75,Sylvan Safekeeper,1
75,"Syr Ginger, the Meal Ender",2
75,Taiga,4
75,"Teferi, Time Raveler",2
75,Thassa's Oracle,2
75,The One Ring,13
75,The Reality Chip,1
75,The Tabernacle at Pendrell Vale,1
75,Thespian's Stage,3
75,Thought Monitor,2
75,Thoughtcast,4
75,Thoughtseize,6
75,Tishana's Tidebinder,2
75,Touch the Spirit Realm,2
75,Transmute Artifact,8
75,Troll of Khazad-dûm,16
75,Tropical Island,11
75,True-Name Nemesis,1
75,Tundra,4
75,"Ulamog, the Ceaseless Hunger",1
75,Umezawa's Jitte,1
75,Underground Sea,31
75,Up the Beanstalk,4
75,"Uro, Titan of Nature's Wrath",4
75,Urza's Bauble,4
75,Urza's Saga,17
75,"Urza, Lord High Artificer",1
75,Veil of Summer,2
75,"Venser, Shaper Savant",1
75,Verdant Catacombs,2
75,Vesuva,2
75,Violent Outburst,12
75,Volcanic Island,22
75,Wail of the Forgotten,3
75,Wasteland,48
75,Watery Grave,1
75,Windswept Heath,4
75,Witherbloom Command,2
75,Wooded Foothills,12
75,"Yavimaya, Cradle of Growth",4
75,_____ Goblin,12
76,Agatha's Soul Cauldron,14
76,Architects of Will,8
76,Archon of Cruelty,7
76,Arid Mesa,15
76,Blackcleave Cliffs,30
76,Blood Artist,3
76,Blood Crypt,41
76,Blood Moon,2
76,Bloodstained Mire,23
76,Blooming Marsh,11
76,Bonecrusher Giant,6
76,Boros Charm,4
76,"Boseiju, Who Endures",12
76,Breeding Pool,7
76,Cabal Coffers,4
76,Castle Locthwain,4
76,Chord of Calling,16
76,Cling to Dust,1
76,Collected Company,4
76,Consider,4
76,Counterspell,4
76,Crashing Footfalls,4
76,Curator of Mysteries,8
76,Damnation,1
76,Darkbore Pathway,1
76,Dauthi Voidwalker,41
76,Dead // Gone,4
76,Delighted Halfling,24
76,Demolition Field,3
76,Dragon's Rage Channeler,4
76,Dryad Arbor,3
76,Dwarven Mine,8
76,Eldritch Evolution,3
76,Endurance,3
76,Expressive Iteration,8
76,Fable of the Mirror-Breaker,48
76,Farseek,4
76,Fatal Push,25
76,Field of Ruin,4
76,Fiery Impulse,3
76,Fire // Ice,4
76,Flame of Anor,3
76,Flooded Strand,10
76,Force of Negation,12
76,Forest,14
76,Fulminator Mage,2
76,Gaea's Might,2
76,Generous Ent,7
76,Gilded Goose,2
76,Giver of Runes,4
76,Grief,48
76,"Grist, the Hunger Tide",16
76,"Hapatra, Vizier of Poisons",4
76,Haywire Mite,1
76,"Heliod, Sun-Crowned",4
76,Idyllic Grange,3
76,Ignoble Hierarch,2
76,Indatha Triome,1
76,Indomitable Creativity,8
76,Inquisition of Kozilek,2
76,"Inti, Seneschal of the Sun",3
76,Island,13
76,Jetmir's Garden,2
76,"Karn, the Great Creator",4
76,Ketria Triome,1
76,Khalni Garden,5
76,Kolaghan's Command,3
76,"Kroxa, Titan of Death's Hunger",4
76,Ledger Shredder,2
76,Leyline Binding,16
76,Lightning Bolt,41
76,Living End,7
76,Lórien Revealed,4
76,Magus of the Moon,3
76,Manamorphose,4
76,March of Wretched Sorrow,4
76,Marsh Flats,20
76,Mishra's Bauble,4
76,Misty Rainforest,20
76,Molten Collapse,17
76,Mount Doom,5
76,Mountain,4
76,Murktide Regent,5
76,Mutavault,2
76,Nishoba Brawler,4
76,"Nissa, Resurgent Animist",1
76,Noble Hierarch,4
76,Not Dead After All,40
76,Noxious Revival,3
76,Nurturing Peatland,6
76,Oliphaunt,4
76,"Omnath, Locus of Creation",4
76,Opt,4
76,Orcish Bowmasters,59
76,"Otawara, Soaring City",6
76,Overgrown Tomb,8
76,Pendelhaven,4
76,Plains,6
76,Polluted Delta,25
76,Preordain,10
76,Prismatic Ending,4
76,Profane Tutor,4
76,Pyromancer Ascension,4
76,"Ragavan, Nimble Pilferer",48
76,Ranger-Captain of Eos,4
76,Raugrin Triome,1
76,Reprieve,5
76,Riverglide Pathway,4
76,Sacred Foundry,4
76,Savai Triome,2
76,Scalding Tarn,10
76,Scion of Draco,4
76,Shardless Agent,12
76,"Sheoldred, the Apocalypse",23
76,Skyclave Apparition,4
76,Sleight of Hand,4
76,Snow-Covered Swamp,3
76,Solitude,4
76,Spell Pierce,12
76,Spike Feeder,5
76,Spirebluff Canal,8
76,Steam Vents,18
76,Stern Scolding,3
76,Stomping Ground,6
76,Stone of Erech,1
76,Strangleroot Geist,3
76,Street Wraith,8
76,Striped Riverwinder,4
76,Subtlety,10
76,Sunken Ruins,2
76,Swamp,40
76,"Takenuma, Abandoned Mire",16
76,"Teferi, Time Raveler",10
76,Temple Garden,6
76,Terminate,12
76,Territorial Kavu,4
76,The One Ring,7
76,Thoughtseize,44
76,Tishana's Tidebinder,5
76,Transmogrify,3
76,Tribal Flames,4
76,Twilight Mire,7
76,Undying Evil,9
76,Unholy Heat,4
76,"Urborg, Tomb of Yawgmoth",4
76,Verdant Catacombs,38
76,Violent Outburst,12
76,Waker of Waves,7
76,Walking Ballista,5
76,Wall of Roots,16
76,Wild Nacatl,3
76,Windswept Heath,8
76,Wooded Foothills,15
76,Wrenn and Six,12
76,Xander's Lounge,3
76,"Yawgmoth, Thran Physician",16
76,Young Wolf,16
76,Zulaport Cutthroat,1
77,Accumulated Knowledge,4
77,Agony Warp,1
77,All That Glitters,11
77,Alms of the Vein,3
77,Ancient Den,14
77,Arcane Denial,4
77,Ardent Recruit,4
77,Ash Barrens,2
77,Augur of Bolas,8
77,Avenging Hunter,4
77,Barbed Batterfist,4
77,Barren Moor,1
77,Battle Screech,4
77,Behold the Multiverse,2
77,Birchlore Rangers,4
77,Blood Fountain,4
77,Boarding Party,4
77,Bojuka Bog,5
77,Brainstorm,7
77,Campfire,2
77,Candy Trail,8
77,Cast Down,15
77,Cauldron Familiar,4
77,Chain Lightning,7
77,Chainer's Edict,1
77,Chromatic Star,4
77,Contaminated Aquifer,4
77,Counterspell,11
77,Crimson Fleet Commodore,6
77,Crypt Rats,8
77,Deadly Dispute,20
77,Deep Analysis,1
77,Defile,7
77,Desert,2
77,Dimir Aqueduct,1
77,Distant Melody,3
77,Drossforge Bridge,2
77,Echoing Decay,1
77,Elvish Mystic,2
77,Elvish Vanguard,4
77,Evincar's Justice,1
77,Expedition Map,4
77,Experimental Synthesizer,24
77,Faerie Seer,3
77,Fanatical Offering,7
77,Fiery Cannonade,5
77,Fireblast,1
77,Firebolt,2
77,Fog,3
77,Forest,14
77,Forgotten Cave,1
77,Frogmite,8
77,Fyndhorn Elves,2
77,Galvanic Blast,24
77,Gearseeker Serpent,2
77,Generous Ent,1
77,Gingerbrute,8
77,Glint Hawk,16
77,Goblin Blast-Runner,12
77,Goblin Bushwhacker,12
77,Goblin Grenade,5
77,Goblin Tomb Raider,12
77,Golgari Rot Farm,2
77,Goliath Paladin,3
77,Great Furnace,25
77,Growth Spiral,4
77,Guardians' Pledge,3
77,Guildsworn Prowler,3
77,Gurmag Angler,1
77,Haunted Mire,1
77,Ichor Wellspring,10
77,Idyllic Grange,2
77,Ill-Gotten Inheritance,3
77,Implement of Combustion,10
77,Island,10
77,Jaspera Sentinel,4
77,Journey to Nowhere,6
77,Khalni Garden,4
77,Kor Skyfisher,12
77,Krark-Clan Shaman,3
77,Krenko's Command,1
77,Kuldotha Rebirth,12
77,Lead the Stampede,4
77,Lembas,22
77,Lightning Bolt,24
77,Llanowar Elves,2
77,Lunarch Veteran,4
77,Lórien Revealed,12
77,Maestros Theater,1
77,Makeshift Munitions,1
77,Masked Vandal,1
77,Militia Bugler,4
77,Mistvault Bridge,4
77,Mogg Raider,2
77,Moment's Peace,4
77,Mountain,50
77,Murmuring Mystic,3
77,Myr Enforcer,12
77,Nettle Sentinel,2
77,Nihil Spellbomb,4
77,Ninja of the Deep Hours,3
77,Obscura Storefront,3
77,Oliphaunt,4
77,Omen of the Dead,1
77,Ornithopter,4
77,Orzhov Basilica,4
77,Palace Sentinels,1
77,Plains,26
77,Ponder,4
77,Preordain,9
77,Priest of Titania,4
77,Prismatic Strands,6
77,Pristine Talisman,2
77,Quandrix Campus,1
77,Quirion Ranger,4
77,Raffine's Informant,4
77,Razortide Bridge,4
77,Reckless Impulse,4
77,Reckoner's Bargain,7
77,Recommission,1
77,Rimewood Falls,1
77,Rolling Thunder,3
77,Rustvale Bridge,10
77,Seal of Fire,5
77,Seat of the Synod,6
77,Self-Assembler,4
77,Serrated Scorpion,4
77,Silverbluff Bridge,7
77,Simic Growth Chamber,4
77,Skred,4
77,Smoldering Crater,1
77,Snow-Covered Forest,2
77,Snow-Covered Island,15
77,Snow-Covered Mountain,3
77,Snuff Out,8
77,Spell Pierce,3
77,Spellstutter Sprite,4
77,Spinning Darkness,2
77,Spirited Companion,2
77,Springleaf Drum,8
77,Squadron Hawk,4
77,Stream of Thought,2
77,Suffocating Fumes,4
77,Swamp,43
77,Tangle,2
77,Thorn of the Black Rose,7
77,Thornwood Falls,2
77,Thoughtcast,12
77,Thraben Inspector,16
77,Timberwatch Elf,4
77,Tithing Blade,16
77,Tolarian Terror,4
77,Troll of Khazad-dûm,7
77,Urborg Repossession,1
77,Urza's Mine,3
77,Urza's Power Plant,3
77,Urza's Tower,4
77,Vampire's Kiss,4
77,Vault of Whispers,7
77,Vineshaper Prodigy,1
77,Volatile Fjord,4
77,Volcanic Spite,4
77,Voldaren Epicure,12
77,Weather the Storm,4
77,Winding Way,4
77,Witch's Cottage,5
77,Words of Wisdom,2
77,Wrenn's Resolve,2
78,Absorb,3
78,Aetherflux Reservoir,2
78,Amalia Benavides Aguirre,12
78,Arclight Phoenix,12
78,Barkchannel Pathway,3
78,Beanstalk Giant,4
78,Bedeck // Bedazzle,2
78,Bile Blight,2
78,Bitter Triumph,10
78,Blackcleave Cliffs,6
78,Blast Zone,1
78,Blightstep Pathway,10
78,Blood Crypt,8
78,Bloodtithe Harvester,8
78,Blooming Marsh,9
78,Bonecrusher Giant,8
78,"Boseiju, Who Endures",6
78,Brazen Borrower,1
78,Bring to Light,4
78,Brushland,1
78,Burning-Tree Emissary,4
78,Canyon Slough,1
78,Castle Ardenvale,1
78,Castle Embereth,1
78,Castle Locthwain,5
78,Castle Vantress,1
78,Cauldron Familiar,3
78,Cavern of Souls,5
78,Cenote Scout,8
78,Censor,4
78,Chained to the Rocks,4
78,"Chandra, Dressed to Kill",2
78,Change the Equation,3
78,Charming Scoundrel,4
78,Chord of Calling,8
78,Claim the Firstborn,3
78,Clearwater Pathway,8
78,Clever Impersonator,2
78,Cling to Dust,3
78,Collected Company,12
78,Commit // Memory,1
78,Concealed Courtyard,8
78,Connive // Concoct,1
78,Consider,12
78,Consign // Oblivion,1
78,Copperline Gorge,4
78,Cragcrown Pathway,7
78,Creative Outburst,4
78,Darkbore Pathway,3
78,Darkslick Shores,3
78,Deadly Dispute,4
78,Den of the Bugbear,8
78,Deserted Beach,4
78,Dig Through Time,2
78,"Dina, Soul Steeper",3
78,Dovin's Veto,4
78,Drown in the Loch,1
78,Drowned Catacomb,3
78,Duress,3
78,"Eiganjo, Seat of the Empire",1
78,Elemental Masterpiece,2
78,"Elesh Norn, Mother of Machines",1
78,End the Festivities,2
78,Ertai Resurrected,1
78,Escape to the Wilds,1
78,Esika's Chariot,4
78,Extinction Event,1
78,Extraction Specialist,4
78,Fable of the Mirror-Breaker,12
78,Fabled Passage,4
78,Farewell,1
78,Fatal Push,20
78,Field of Ruin,9
78,Fiery Impulse,8
78,Forest,3
78,Furnace Punisher,4
78,Galvanic Iteration,3
78,Geier Reach Sanitarium,1
78,Get Lost,3
78,Gilded Goose,3
78,Glacial Fortress,3
78,Godless Shrine,8
78,Graveyard Trespasser,7
78,"Greasefang, Okiba Boss",4
78,Greater Tanuki,4
78,Grisly Salvage,4
78,"Gyruda, Doom of Depths",4
78,Hall of Storm Giants,5
78,Hallowed Fountain,4
78,Hallowed Moonlight,1
78,Haunted Ridge,4
78,Hazoret the Fervent,4
78,Hengegate Pathway,4
78,Hive of the Eye Tyrant,6
78,Horned Loch-Whale,3
78,Hostage Taker,1
78,Invoke Despair,3
78,Irrigated Farmland,3
78,Island,15
78,"Jace, Vryn's Prodigy",1
78,Jetmir's Garden,2
78,Jwari Disruption,7
78,"Kalitas, Traitor of Ghet",1
78,"Kari Zev, Skyship Raider",3
78,"Kellan, Daring Traveler",7
78,Ketria Triome,2
78,"Klothys, God of Destiny",1
78,"Kroxa, Titan of Death's Hunger",3
78,Kumano Faces Kakkazan,8
78,Ledger Shredder,11
78,Legion Loyalist,4
78,Legion's End,1
78,Leyline Binding,4
78,Light Up the Stage,4
78,Lightning Axe,8
78,Liliana of the Veil,3
78,Lovestruck Beast,4
78,Lunarch Veteran,12
78,Magma Opus,8
78,Make Disappear,3
78,Mana Confluence,11
78,March of Otherworldly Light,2
78,Mayhem Devil,4
78,Memory Deluge,4
78,Monastery Swiftspear,4
78,Monstrous Rage,4
78,Mountain,25
78,Mutavault,1
78,"Narset, Parter of Veils",3
78,Needleverge Pathway,7
78,Negate,1
78,Omen of the Sea,4
78,"Omnath, Locus of Creation",4
78,Opt,11
78,"Otawara, Soaring City",6
78,Overgrown Tomb,7
78,Parhelion II,4
78,Phoenix Chick,4
78,Picklock Prankster,12
78,Plains,7
78,Play with Fire,4
78,Portable Hole,2
78,Power Word Kill,1
78,Preacher of the Schism,2
78,Prismari Command,1
78,Prosperous Innkeeper,8
78,Quintorius Kand,8
78,Raffine's Informant,4
78,Raffine's Tower,1
78,Rampaging Ferocidon,2
78,Ramunap Ruins,5
78,Raugrin Triome,1
78,Razorverge Thicket,13
78,Reckless Bushwhacker,4
78,Reckoner Bankbuster,5
78,Release to the Wind,3
78,Restless Anchorage,2
78,Return to the Ranks,6
78,Riverglide Pathway,12
78,Robber of the Rich,4
78,Sacred Foundry,4
78,Selfless Glyphweaver,1
78,Selfless Savior,1
78,Sentinel of the Nameless City,10
78,Shark Typhoon,6
78,Sheoldred's Edict,3
78,"Sheoldred, the Apocalypse",7
78,Shipwreck Marsh,4
78,Silundi Vision,2
78,Skyclave Apparition,7
78,"Skysovereign, Consul Flagship",2
78,Sleight of Hand,11
78,Smuggler's Copter,2
78,"Sokenzan, Crucible of Defiance",5
78,Soul-Scar Mage,4
78,Spara's Headquarters,3
78,Spark Double,8
78,Spell Pierce,3
78,Spikefield Hazard,1
78,Spirebluff Canal,8
78,Steam Vents,12
78,Stomping Ground,6
78,Sulfurous Springs,2
78,Sunken Citadel,1
78,Sunpetal Grove,1
78,Supreme Verdict,3
78,Swamp,21
78,Sylvan Caryatid,4
78,"Takenuma, Abandoned Mire",6
78,"Teferi, Hero of Dominaria",3
78,Temple Garden,14
78,Temple of Abandon,2
78,Temple of Deceit,4
78,Temple of Mystery,4
78,Temple of Triumph,4
78,Temporal Trespass,3
78,Temporary Lockdown,4
78,The End,1
78,The Meathook Massacre,3
78,The Wandering Emperor,4
78,Thoughtseize,21
78,Torch the Tower,2
78,Torrential Gearhulk,4
78,Traverse the Ulvenwald,2
78,Treasure Cruise,12
78,Trumpeting Carnosaur,8
78,Unlucky Witness,3
78,Up the Beanstalk,2
78,"Urborg, Tomb of Yawgmoth",4
78,"Valki, God of Lies",1
78,Vessel of Nascency,1
78,Voice of Resurgence,2
78,Watery Grave,8
78,Welcoming Vampire,1
78,Wildgrowth Walker,12
78,Witch's Oven,4
78,Witherbloom Command,2
78,Xander's Lounge,1
78,Ziatora's Proving Ground,1
79,"Aclazotz, Deepest Betrayal",2
79,Adarkar Wastes,8
79,Annex Sentry,5
79,Anoint with Affliction,3
79,Archangel of Wrath,4
79,"Atraxa, Grand Unifier",3
79,Bitter Triumph,2
79,Blackcleave Cliffs,6
79,Blade of the Oni,1
79,Bloodthirsty Adversary,8
79,Bloodtithe Harvester,8
79,"Boseiju, Who Endures",1
79,Bring the Ending,5
79,Cavern of Souls,12
79,Charge of the Mites,3
79,Charming Scoundrel,12
79,Crawling Chorus,8
79,Cut Down,10
79,Darkslick Shores,8
79,Deep-Cavern Bat,16
79,Depopulate,1
79,"Eiganjo, Seat of the Empire",4
79,"Elesh Norn, Mother of Machines",2
79,Embereth Veteran,4
79,Ertai Resurrected,2
79,Experimental Augury,3
79,Fading Hope,5
79,Faerie Mastermind,8
79,"Feldon, Ronom Excavator",6
79,Forest,3
79,Fortified Beachhead,4
79,Geological Appraiser,8
79,Get Lost,2
79,"Gix, Yawgmoth Praetor",8
79,Go for the Throat,10
79,"Goddric, Cloaked Reveler",10
79,"Harbin, Vanguard Aviator",2
79,Haunted Ridge,8
79,Herd Migration,4
79,Invasion of Amonkhet,3
79,Invasion of Gobakhan,2
79,Invasion of Tarkir,4
79,Invasion of Zendikar,3
79,Island,7
79,Jawbone Duelist,6
79,Jetmir's Garden,4
79,Knight-Errant of Eos,4
79,Kumano Faces Kakkazan,12
79,Leyline Binding,4
79,Lightning Strike,7
79,Lunarch Veteran,4
79,Make Disappear,6
79,"Malcolm, Alluring Scoundrel",2
79,March of Swirling Mist,8
79,Mirrex,19
79,Mishra's Foundry,10
79,Monastery Swiftspear,5
79,Monstrous Rage,5
79,Mountain,57
79,Nahiri's Warcrafting,3
79,"Nissa, Ascended Animist",1
79,Obliterating Bolt,3
79,"Otawara, Soaring City",6
79,Phoenix Chick,6
79,Plains,8
79,Play with Fire,8
79,Preacher of the Schism,11
79,Razorverge Thicket,6
79,Recruitment Officer,4
79,Redcap Gutter-Dweller,4
79,Resolute Reinforcements,4
79,Restless Reef,6
79,Restless Vents,8
79,Seachrome Coast,12
79,Serum Snare,4
79,"Sheoldred, the Apocalypse",8
79,Shipwreck Marsh,7
79,Skrelv's Hive,8
79,"Skrelv, Defector Mite",8
79,Slaughter Singer,3
79,"Sokenzan, Crucible of Defiance",5
79,Spara's Headquarters,4
79,Spectral Adversary,3
79,Spyglass Siren,8
79,"Squee, Dubious Monarch",5
79,Stalactite Stalker,3
79,Subterranean Schooner,4
79,Sulfurous Springs,6
79,Sunfall,4
79,Swamp,16
