card id,card name,colors,cmc,type,subtype,MTGO_id,cardset,rarity,foil,latest price
559,Wedding Announcement,['W'],3,"[""'Enchantment'""]",,94388,VOW,Rare,0,0.92
560,Witchstalker Frenzy,['R'],4,"[""'Instant'""]",,116650,WOE,Uncommon,0,0.003
561,Yavimaya Coast,,0,"[""'Land'""]",,57676,ORI,Rare,0,0.006
562,Ancestral Recall,['U'],1,"[""'Instant'""]",,53177,VMA,Mythic,0,3.71
563,Black Lotus,,0,"[""'Artifact'""]",,53155,VMA,Mythic,0,28.16
564,Coveted Jewel,,6,"[""'Artifact'""]",,70673,PZ2,Rare,0,2.68
565,Grim Monolith,,2,"[""'Artifact'""]",,61567,PRM,Rare,0,19.99
566,"Karn, the Great Creator",,4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Karn'""]",77979,PRM,Rare,0,1.87
567,Mana Crypt,,0,"[""'Artifact'""]",,117400,SPG,Mythic,0,3.39
568,Mana Vault,,1,"[""'Artifact'""]",,70535,UMA,Mythic,0,1.15
569,Manifold Key,,1,"[""'Artifact'""]",,73359,M20,Uncommon,0,0.003
570,Mishra's Workshop,,0,"[""'Land'""]",,53164,VMA,Mythic,1,1.42
571,Mox Emerald,,0,"[""'Artifact'""]",,52877,VMA,Mythic,0,4.9
572,Mox Jet,,0,"[""'Artifact'""]",,52713,VMA,Mythic,0,9.06
573,Mox Pearl,,0,"[""'Artifact'""]",,52597,VMA,Mythic,0,5.09
574,Mox Ruby,,0,"[""'Artifact'""]",,53243,VMA,Mythic,0,5.55
575,Mox Sapphire,,0,"[""'Artifact'""]",,52919,VMA,Mythic,0,10.38
576,Mystic Forge,,4,"[""'Artifact'""]",,73365,M20,Rare,0,0.07
577,Paradoxical Outcome,['U'],4,"[""'Instant'""]",,61909,KLD,Rare,0,0.007
578,Phyrexian Metamorph,['U'],4,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Shapeshifter'""]",39734,NPH,Rare,0,0.33
579,Sol Ring,,1,"[""'Artifact'""]",,113660,CMM,Uncommon,1,0.02
580,Time Vault,,2,"[""'Artifact'""]",,53092,VMA,Mythic,1,0.44
581,Time Walk,['U'],2,"[""'Sorcery'""]",,52987,VMA,Mythic,0,3.4
582,Tinker,['U'],3,"[""'Sorcery'""]",,33933,V09,Mythic,1,0.12
583,Tolarian Academy,,0,"[""'Legendary'"", ""'Land'""]",,52762,VMA,Mythic,1,0.76
584,Batterskull,,5,"[""'Artifact'""]","[""'Equipment'""]",39974,NPH,Mythic,0,0.08
585,Bridge from Below,['B'],3,"[""'Enchantment'""]",,26934,FUT,Rare,0,0.03
586,Cabal Therapy,['B'],1,"[""'Sorcery'""]",,60734,EMA,Uncommon,1,0.22
587,Careful Study,['U'],1,"[""'Sorcery'""]",,16929,OD,Common,0,0.42
588,Cephalid Coliseum,,0,"[""'Land'""]",,46249,V12,Mythic,1,0.9500000000000001
589,Cephalid Illusionist,['U'],2,"[""'Creature'""]","[""'Cephalid'"", ""'Wizard'""]",17125,TOR,Uncommon,0,0.42
590,Copy Artifact,['U'],2,"[""'Enchantment'""]",,38497,ME4,Rare,1,4.41
591,Dauntless Dismantler,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Artificer'""]",117794,LCI,Uncommon,0,0.003
592,Dread Return,['B'],4,"[""'Sorcery'""]",,113692,CMM,Common,1,0.004
593,Elvish Reclaimer,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Warrior'""]",73237,M20,Rare,0,0.85
594,"Emrakul, the Aeons Torn",,15,"[""'Legendary'"", ""'Creature'""]","[""'Eldrazi'""]",36873,PRM,Mythic,0,1.73
595,Extraction Specialist,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Rogue'""]",98243,SNC,Rare,0,0.21
596,Flagstones of Trokair,,0,"[""'Legendary'"", ""'Land'""]",,25751,TSP,Rare,0,0.04
597,Flickerwisp,['W'],3,"[""'Creature'""]","[""'Elemental'""]",101506,2X2,Uncommon,0,0.003
598,Gaddock Teeg,"['G', 'W']",2,"[""'Legendary'"", ""'Creature'""]","[""'Kithkin'"", ""'Advisor'""]",28445,LRW,Rare,0,0.05
599,Glassdust Hulk,"['U', 'W']",5,"[""'Artifact'"", ""'Creature'""]","[""'Golem'""]",32302,ARB,Common,0,0.002
600,Goblin Rabblemaster,['R'],3,"[""'Creature'""]","[""'Goblin'"", ""'Warrior'""]",53500,M15,Rare,0,0.04
601,Golgari Grave-Troll,['G'],5,"[""'Creature'""]","[""'Troll'"", ""'Skeleton'""]",23319,RAV,Rare,1,0.02
602,Golgari Thug,['B'],2,"[""'Creature'""]","[""'Human'"", ""'Warrior'""]",120679,RVR,Uncommon,0,0.06
603,Green Sun's Zenith,['G'],1,"[""'Sorcery'""]",,39581,MBS,Rare,0,0.16
604,"Hogaak, Arisen Necropolis","['B', 'G']",7,"[""'Legendary'"", ""'Creature'""]","[""'Avatar'""]",72776,MH1,Rare,0,0.06
605,Ichorid,['B'],4,"[""'Creature'""]","[""'Horror'""]",52969,VMA,Rare,0,0.03
606,Kaldra Compleat,,7,"[""'Legendary'"", ""'Artifact'""]","[""'Equipment'""]",90835,MH2,Mythic,0,0.74
607,Knight of the Reliquary,"['G', 'W']",3,"[""'Creature'""]","[""'Human'"", ""'Knight'""]",31925,CON,Rare,0,0.007
608,Land Grant,['G'],2,"[""'Sorcery'""]",,13057,MM,Common,0,1.77
609,Legolas's Quick Reflexes,['G'],1,"[""'Instant'""]",,120076,LTC,Rare,0,7.14
610,Loran of the Third Path,['W'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Artificer'""]",104643,BRO,Rare,1,1.6600000000000001
611,Mother of Runes,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",59650,PRM,Uncommon,1,0.1
612,Narcomoeba,['U'],2,"[""'Creature'""]","[""'Illusion'""]",69467,GRN,Rare,0,0.006
613,Nomads en-Kor,['W'],1,"[""'Creature'""]","[""'Kor'"", ""'Nomad'"", ""'Soldier'""]",56880,TPR,Common,0,0.02
614,Orim's Chant,['W'],1,"[""'Instant'""]",,35072,PRM,Rare,0,0.006
615,Otherworldly Gaze,['U'],1,"[""'Instant'""]",,93076,MID,Common,0,0.002
616,Outland Liberator,['G'],2,"[""'Creature'""]","[""'Human'"", ""'Werewolf'""]",93370,MID,Uncommon,0,0.003
617,Pact of Negation,['U'],0,"[""'Instant'""]",,26758,FUT,Rare,0,0.15
618,Paradox Engine,,5,"[""'Legendary'"", ""'Artifact'""]",,62911,AER,Mythic,0,0.08
619,Ramunap Excavator,['G'],3,"[""'Creature'""]","[""'Naga'"", ""'Cleric'""]",64991,PRM,Rare,0,0.006
620,Recruiter of the Guard,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",62271,PZ2,Rare,0,6.43
621,Rise // Fall,"['U', 'B']",4,"[""'Sorcery'""]",,24365,DIS,Uncommon,0,0.003
622,Sanctum Prelate,['W'],3,"[""'Creature'""]","[""'Human'"", ""'Cleric'""]",91157,MH2,Mythic,0,0.1
623,Sejiri Steppe,,0,"[""'Land'""]",,35519,WWK,Common,0,0.002
624,Shatterskull Smashing,['R'],2,"[""'Sorcery'""]",,83297,ZNR,Mythic,0,3.77
625,Show and Tell,['U'],3,"[""'Sorcery'""]",,46930,PRM,Rare,0,20.93
626,Shuko,,1,"[""'Artifact'""]","[""'Equipment'""]",21691,BOK,Uncommon,0,0.04
627,Snow-Covered Mountain,,0,"[""'Basic'"", ""'Snow'"", ""'Land'""]","[""'Mountain'""]",87917,KHM,Common,0,0.002
628,Stinkweed Imp,['B'],3,"[""'Creature'""]","[""'Imp'""]",23280,RAV,Common,0,0.009000000000000001
629,Stoneforge Mystic,['W'],2,"[""'Creature'""]","[""'Kor'"", ""'Artificer'""]",35737,WWK,Rare,0,0.2
630,Sylvan Safekeeper,['G'],1,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",17375,JUD,Rare,1,2.06
631,"Syr Ginger, the Meal Ender",,2,"[""'Legendary'"", ""'Artifact'"", ""'Creature'""]","[""'Food'"", ""'Knight'""]",116216,WOE,Rare,0,0.08
632,Tarmogoyf,['G'],2,"[""'Creature'""]","[""'Lhurgoyf'""]",57346,MM2,Mythic,0,0.9
633,"Thalia, Guardian of Thraben",['W'],2,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",55700,PRM,Rare,1,0.006
634,Timeless Dragon,['W'],5,"[""'Creature'""]","[""'Dragon'""]",90439,MH2,Rare,0,0.006
635,Transmute Artifact,['U'],2,"[""'Sorcery'""]",,38767,ME4,Rare,1,5.99
636,Umezawa's Jitte,,2,"[""'Legendary'"", ""'Artifact'""]","[""'Equipment'""]",21604,BOK,Rare,1,0.21
637,"Adeline, Resplendent Cathar",['W'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Knight'""]",94126,MID,Rare,0,0.2
638,Amulet of Vigor,,1,"[""'Artifact'""]",,85913,SL2,Rare,1,0.61
639,Arboreal Grazer,['G'],1,"[""'Creature'""]","[""'Beast'""]",120789,RVR,Common,0,0.002
640,Archive Trap,['U'],5,"[""'Instant'""]","[""'Trap'""]",34812,ZEN,Rare,0,1.51
641,Archmage's Charm,['U'],3,"[""'Instant'""]",,72452,MH1,Rare,0,0.5
642,Ardent Plea,"['U', 'W']",3,"[""'Enchantment'""]",,32432,ARB,Uncommon,0,0.008
643,Asmoranomardicadaistinaculdacar,"['B', 'R']",0,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",90749,MH2,Rare,0,0.05
644,"Azusa, Lost but Seeking",['G'],3,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Monk'""]",21535,CHK,Rare,0,0.01
645,Blood Moon,['R'],3,"[""'Enchantment'""]",,19587,8ED,Rare,0,1.46
646,Boros Garrison,,0,"[""'Land'""]",,23116,RAV,Common,0,0.002
647,Champion of the Parish,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",42828,ISD,Rare,0,0.007
648,Chromatic Sphere,,1,"[""'Artifact'""]",,19891,MRD,Common,0,0.06
649,Cranial Plating,,2,"[""'Artifact'""]","[""'Equipment'""]",20824,5DN,Common,0,0.004
650,Crumbling Vestige,,0,"[""'Land'""]",,61565,PRM,Common,0,0.002
651,Cultivator Colossus,['G'],7,"[""'Creature'""]","[""'Plant'"", ""'Beast'""]",94742,VOW,Mythic,0,5.1
652,Darkbore Pathway,,0,"[""'Land'""]",,87855,KHM,Rare,0,0.32
653,Darksteel Citadel,,0,"[""'Artifact'"", ""'Land'""]",,53774,M15,Uncommon,0,0.005
654,Death's Shadow,['B'],1,"[""'Creature'""]","[""'Avatar'""]",35573,WWK,Rare,0,0.19
655,Drown in the Loch,"['B', 'U']",2,"[""'Instant'""]",,78520,ELD,Uncommon,0,0.003
656,Dryad of the Ilysian Grove,['G'],3,"[""'Enchantment'"", ""'Creature'""]","[""'Nymph'"", ""'Dryad'""]",79462,THB,Rare,0,2.7
657,Esper Sentinel,['W'],1,"[""'Artifact'"", ""'Creature'""]","[""'Human'"", ""'Soldier'""]",90394,MH2,Rare,1,3.3
658,Fiery Islet,,0,"[""'Land'""]",,72848,MH1,Rare,0,1.85
659,Forging the Anchor,['U'],3,"[""'Sorcery'""]",,104718,BRO,Uncommon,0,0.003
660,Fractured Sanity,['U'],3,"[""'Sorcery'""]",,90457,MH2,Rare,0,0.08
661,Frogmite,,4,"[""'Artifact'"", ""'Creature'""]","[""'Frog'""]",48924,MMA,Common,0,0.04
662,Gingerbrute,,1,"[""'Artifact'"", ""'Creature'""]","[""'Food'"", ""'Golem'""]",116880,WOE,Common,0,0.002
663,Gruul Turf,,0,"[""'Land'""]",,23851,GPT,Common,0,0.002
664,Hedron Crab,['U'],1,"[""'Creature'""]","[""'Crab'""]",34460,ZEN,Uncommon,0,0.007
665,Inquisition of Kozilek,['B'],1,"[""'Sorcery'""]",,101645,2X2,Uncommon,1,0.06
666,"Jace, the Perfected Mind",['U'],4,"[""'Legendary'"", ""'Planeswalker'""]","[""'Jace'""]",106330,ONE,Mythic,1,2.79
667,Littjara Mirrorlake,,0,"[""'Land'""]",,87879,KHM,Uncommon,0,0.003
668,Meddling Mage,"['U', 'W']",2,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",36305,PRM,Rare,1,0.007
669,Memnite,,0,"[""'Artifact'"", ""'Creature'""]","[""'Construct'""]",37979,SOM,Uncommon,0,0.005
670,"Mikokoro, Center of the Sea",,0,"[""'Legendary'"", ""'Land'""]",,22068,SOK,Rare,0,0.008
671,Mishra's Research Desk,,1,"[""'Artifact'""]",,104942,BRO,Uncommon,0,0.003
672,Mistvault Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90879,MH2,Common,0,0.002
673,Nettlecyst,,3,"[""'Artifact'""]","[""'Equipment'""]",90843,MH2,Rare,0,0.03
674,Nihil Spellbomb,,1,"[""'Artifact'""]",,38315,SOM,Common,0,0.008
675,Nishoba Brawler,['G'],2,"[""'Creature'""]","[""'Cat'"", ""'Warrior'""]",102824,DMU,Uncommon,0,0.003
676,Oblivion Stone,,3,"[""'Artifact'""]",,20101,MRD,Rare,0,0.51
677,"Oboro, Palace in the Clouds",,0,"[""'Legendary'"", ""'Land'""]",,22044,SOK,Rare,0,0.02
678,Ornithopter,,0,"[""'Artifact'"", ""'Creature'""]","[""'Thopter'""]",107995,DMR,Common,0,0.002
679,Ovalchase Daredevil,['B'],4,"[""'Creature'""]","[""'Human'"", ""'Pilot'""]",61951,KLD,Uncommon,0,0.003
680,Primeval Titan,['G'],6,"[""'Creature'""]","[""'Giant'""]",41308,M12,Mythic,1,0.6900000000000001
681,Reflector Mage,"['U', 'W']",3,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",59587,OGW,Uncommon,0,0.003
682,Ruin Crab,['U'],1,"[""'Creature'""]","[""'Crab'""]",83103,ZNR,Uncommon,0,0.003
683,Scion of Draco,,12,"[""'Artifact'"", ""'Creature'""]","[""'Dragon'""]",90849,MH2,Mythic,0,1.77
684,Secluded Courtyard,,0,"[""'Land'""]",,97500,NEO,Uncommon,0,0.003
685,Selesnya Sanctuary,,0,"[""'Land'""]",,23248,RAV,Common,0,0.002
686,Shelldock Isle,,0,"[""'Land'""]",,28707,LRW,Rare,0,0.02
687,Silent Clearing,,0,"[""'Land'""]",,72864,MH1,Rare,0,2.47
688,Slayers' Stronghold,,0,"[""'Land'""]",,44095,AVR,Rare,0,0.006
689,Snapcaster Mage,['U'],2,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",42512,ISD,Rare,0,0.2
690,Sojourner's Companion,,7,"[""'Artifact'"", ""'Creature'""]","[""'Salamander'""]",90851,MH2,Common,0,0.002
691,Strike It Rich,['R'],1,"[""'Sorcery'""]",,90663,MH2,Uncommon,0,0.003
692,Stubborn Denial,['U'],1,"[""'Instant'""]",,54308,KTK,Uncommon,0,0.003
693,Sulfur Falls,,0,"[""'Land'""]",,42668,ISD,Rare,0,0.006
694,Summoner's Pact,['G'],0,"[""'Instant'""]",,26764,FUT,Rare,0,0.37
695,Surgical Extraction,['B'],1,"[""'Instant'""]",,40025,NPH,Rare,1,4.19
696,Talisman of Resilience,,2,"[""'Artifact'""]",,72840,MH1,Uncommon,0,0.004
697,Tanglepool Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90895,MH2,Common,0,0.002
698,Tasha's Hideous Laughter,['U'],3,"[""'Sorcery'""]",,91658,AFR,Rare,0,2.93
699,Territorial Kavu,"['G', 'R']",2,"[""'Creature'""]","[""'Kavu'""]",90813,MH2,Rare,0,0.01
700,Thalia's Lieutenant,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",59788,SOI,Rare,0,0.01
701,The Mightstone and Weakstone,,5,"[""'Legendary'"", ""'Artifact'""]","[""'Powerstone'""]",105101,BRO,Rare,1,0.14
702,The Mycosynth Gardens,,0,"[""'Land'""]","[""'Sphere'""]",106728,ONE,Rare,1,0.67
703,The Underworld Cookbook,,1,"[""'Artifact'""]",,90862,MH2,Uncommon,1,0.01
704,Tolaria West,,0,"[""'Land'""]",,26822,FUT,Uncommon,0,0.29
705,Treasure Vault,,0,"[""'Artifact'"", ""'Land'""]",,92024,AFR,Rare,0,0.30000000000000004
706,Tribal Flames,['R'],2,"[""'Sorcery'""]",,57354,MM2,Common,0,0.002
707,"Ulamog, the Ceaseless Hunger",,10,"[""'Legendary'"", ""'Creature'""]","[""'Eldrazi'""]",58301,BFZ,Mythic,0,1.9
708,Unclaimed Territory,,0,"[""'Land'""]",,65546,XLN,Uncommon,0,0.003
709,Urza's Mine,,0,"[""'Land'""]","[""'Urza's'"", ""'Mine'""]",69262,PRM,Common,0,0.03
710,Urza's Power Plant,,0,"[""'Land'""]","[""'Urza's'"", ""'Power-Plant'""]",38780,ME4,Common,0,0.02
711,Urza's Tower,,0,"[""'Land'""]","[""'Urza's'"", ""'Tower'""]",69266,PRM,Common,0,0.01
712,"Valakut, the Molten Pinnacle",,0,"[""'Land'""]",,34604,ZEN,Rare,0,0.05
713,"Venser, Shaper Savant",['U'],4,"[""'Legendary'"", ""'Creature'""]","[""'Human'"", ""'Wizard'""]",26594,FUT,Rare,0,0.007
714,Vesuva,,0,"[""'Land'""]",,25658,TSP,Rare,1,0.14
715,Visions of Beyond,['U'],1,"[""'Instant'""]",,41423,M12,Rare,0,0.1
716,Warping Wail,,2,"[""'Instant'""]",,59607,OGW,Uncommon,0,0.009000000000000001
717,Wild Nacatl,['G'],1,"[""'Creature'""]","[""'Cat'"", ""'Warrior'""]",31061,ALA,Common,0,0.002
718,Wurmcoil Engine,,6,"[""'Artifact'"", ""'Creature'""]","[""'Phyrexian'"", ""'Wurm'""]",37862,PRM,Mythic,1,1.19
719,Acorn Harvest,['G'],4,"[""'Sorcery'""]",,17295,TOR,Common,0,0.76
720,Archaeomancer,['U'],4,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",70163,UMA,Common,0,0.002
721,Ardent Recruit,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",39437,MBS,Common,0,0.002
722,Arms of Hadar,['B'],4,"[""'Sorcery'""]",,100238,CLB,Common,0,0.91
723,Auriok Sunchaser,['W'],2,"[""'Creature'""]","[""'Human'"", ""'Soldier'""]",38199,SOM,Common,0,0.002
724,Azorius Chancery,,0,"[""'Land'""]",,24027,DIS,Common,0,0.002
725,Azorius Guildgate,,0,"[""'Land'""]","[""'Gate'""]",71528,RNA,Common,0,0.002
726,Basilisk Gate,,0,"[""'Land'""]","[""'Gate'""]",100730,CLB,Common,0,1.49
727,Birchlore Rangers,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'"", ""'Ranger'""]",18115,ONS,Common,0,0.06
728,Blanchwood Prowler,['G'],2,"[""'Creature'""]","[""'Elemental'""]",104962,BRO,Common,0,0.002
729,Brokers Hideout,,0,"[""'Land'""]",,98715,SNC,Common,0,0.002
730,Candy Trail,,1,"[""'Artifact'""]","[""'Food'"", ""'Clue'""]",116874,WOE,Common,0,0.002
731,Chromatic Star,,1,"[""'Artifact'""]",,25809,TSP,Common,0,0.01
732,Citadel Gate,,0,"[""'Land'""]","[""'Gate'""]",100736,CLB,Common,0,0.79
733,Cleansing Wildfire,['R'],2,"[""'Sorcery'""]",,83247,ZNR,Common,0,0.002
734,Cliffgate,,0,"[""'Land'""]","[""'Gate'""]",100738,CLB,Common,0,0.009000000000000001
735,Crimson Fleet Commodore,['R'],4,"[""'Creature'""]","[""'Ogre'"", ""'Pirate'""]",114650,CMM,Common,1,2.7
736,Cryptic Serpent,['U'],7,"[""'Creature'""]","[""'Serpent'""]",63698,AKH,Uncommon,0,0.003
737,Dark-Dweller Oracle,['R'],2,"[""'Creature'""]","[""'Goblin'"", ""'Shaman'""]",101696,2X2,Common,0,0.002
738,Deadly Dispute,['B'],2,"[""'Instant'""]",,91690,AFR,Common,0,0.16
739,Deep Analysis,['U'],4,"[""'Sorcery'""]",,107581,DMR,Common,0,0.002
740,Destroy Evil,['W'],2,"[""'Instant'""]",,102510,DMU,Common,0,0.002
741,Distant Melody,['U'],4,"[""'Sorcery'""]",,35332,H09,Common,1,0.007
742,Dragon Wings,['U'],2,"[""'Enchantment'""]","[""'Aura'""]",18894,SCG,Common,0,0.003
743,Drossforge Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90873,MH2,Common,0,0.004
744,Elvish Branchbender,['G'],3,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",28695,LRW,Common,0,0.002
745,Elvish Mystic,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",53460,M15,Common,0,0.002
746,Elvish Vanguard,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Warrior'""]",60814,EMA,Common,1,0.68
747,Fanatical Offering,['B'],2,"[""'Instant'""]",,118014,LCI,Common,0,0.002
748,Fiery Cannonade,['R'],3,"[""'Instant'""]",,85139,CMR,Common,1,0.005
749,First Day of Class,['R'],2,"[""'Instant'""]",,88681,STX,Common,0,0.002
750,Force Spike,['U'],1,"[""'Instant'""]",,33520,ME3,Common,0,0.09
751,Fyndhorn Elves,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",85238,CMR,Common,0,0.002
752,Geothermal Bog,,0,"[""'Land'""]","[""'Swamp'"", ""'Mountain'""]",102970,DMU,Common,0,0.002
753,Ghostly Flicker,['U'],3,"[""'Instant'""]",,63331,MM3,Common,0,0.002
754,Glacial Floodplain,,0,"[""'Snow'"", ""'Land'""]","[""'Plains'"", ""'Island'""]",87863,KHM,Common,0,0.002
755,Gnaw to the Bone,['G'],3,"[""'Instant'""]",,42770,ISD,Common,0,0.002
756,God-Pharaoh's Faithful,['W'],1,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",64512,HOU,Common,0,0.002
757,Guardian of the Guildpact,['W'],4,"[""'Creature'""]","[""'Spirit'""]",24303,DIS,Common,0,0.02
758,Haunted Mire,,0,"[""'Land'""]","[""'Swamp'"", ""'Forest'""]",102972,DMU,Common,0,0.002
759,Heap Gate,,0,"[""'Land'""]","[""'Gate'""]",100746,CLB,Common,0,0.07
760,Hopeless Nightmare,['B'],1,"[""'Enchantment'""]",,116506,WOE,Common,0,0.002
761,Ice Tunnel,,0,"[""'Snow'"", ""'Land'""]","[""'Island'"", ""'Swamp'""]",87875,KHM,Common,0,0.002
762,Jaspera Sentinel,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Rogue'""]",87695,KHM,Common,0,0.002
763,Kenku Artificer,['U'],3,"[""'Creature'""]","[""'Bird'"", ""'Artificer'""]",100160,CLB,Common,0,7.32
764,Krark-Clan Shaman,['R'],1,"[""'Creature'""]","[""'Goblin'"", ""'Shaman'""]",19717,MRD,Common,0,0.13
765,Lead the Stampede,['G'],3,"[""'Sorcery'""]",,80335,IKO,Uncommon,0,0.003
766,Llanowar Elves,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",68039,PRM,Common,0,0.002
767,Lose Focus,['U'],2,"[""'Instant'""]",,90467,MH2,Common,0,0.002
768,Lotleth Giant,['B'],7,"[""'Creature'""]","[""'Zombie'"", ""'Giant'""]",69521,GRN,Uncommon,0,0.003
769,Masked Vandal,['G'],2,"[""'Creature'""]","[""'Shapeshifter'""]",87711,KHM,Common,0,0.002
770,Meeting of Minds,['U'],4,"[""'Instant'""]",,109956,MOM,Common,0,0.002
771,Mental Note,['U'],1,"[""'Instant'""]",,17450,JUD,Common,0,2.26
772,Mephitic Draught,['B'],2,"[""'Artifact'""]",,118030,LCI,Common,0,0.002
773,Mesmeric Fiend,['B'],2,"[""'Creature'""]","[""'Nightmare'"", ""'Horror'""]",52957,VMA,Common,0,0.002
774,Mire Triton,['B'],2,"[""'Creature'""]","[""'Zombie'"", ""'Merfolk'""]",79334,THB,Uncommon,0,0.003
775,Moon-Circuit Hacker,['U'],2,"[""'Enchantment'"", ""'Creature'""]","[""'Human'"", ""'Ninja'""]",97054,NEO,Common,0,0.002
776,Mortuary Mire,,0,"[""'Land'""]",,58513,BFZ,Common,0,0.002
777,Mulldrifter,['U'],5,"[""'Creature'""]","[""'Elemental'""]",57022,MM2,Uncommon,0,0.004
778,Myr Enforcer,,7,"[""'Artifact'"", ""'Creature'""]","[""'Myr'""]",48927,MMA,Common,1,0.04
779,Negate,['U'],2,"[""'Instant'""]",,109960,MOM,Common,0,0.002
780,Of One Mind,['U'],3,"[""'Sorcery'""]",,80129,IKO,Common,0,0.002
781,Omen of the Dead,['B'],1,"[""'Enchantment'""]",,79344,THB,Common,0,0.002
782,Orzhov Basilica,,0,"[""'Land'""]",,102138,2X2,Uncommon,0,0.003
783,Priest of Titania,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",36121,PRM,Common,1,0.33
784,Prismatic Strands,['W'],3,"[""'Instant'""]",,17390,JUD,Common,0,5.0
785,Prohibit,['U'],2,"[""'Instant'""]",,72500,MH1,Common,0,0.002
786,Putrid Goblin,['B'],2,"[""'Creature'""]","[""'Zombie'"", ""'Goblin'""]",72574,MH1,Common,0,0.002
787,Quirion Ranger,['G'],1,"[""'Creature'""]","[""'Elf'"", ""'Ranger'""]",36013,PRM,Common,1,0.09
788,Rakdos Carnarium,,0,"[""'Land'""]",,102142,2X2,Uncommon,0,0.009000000000000001
789,Razortide Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90885,MH2,Common,0,0.006
790,Rustvale Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90887,MH2,Common,0,0.008
791,Sacred Cat,['W'],1,"[""'Creature'""]","[""'Cat'""]",63656,AKH,Common,0,0.002
792,Saiba Cryptomancer,['U'],2,"[""'Creature'""]","[""'Moonfolk'"", ""'Ninja'""]",109980,MOM,Common,0,0.002
793,Satyr Wayfinder,['G'],2,"[""'Creature'""]","[""'Satyr'""]",53472,M15,Common,0,0.002
794,Scrapwork Mutt,,2,"[""'Artifact'"", ""'Creature'""]","[""'Dog'""]",104946,BRO,Common,0,0.002
795,Sea Gate,,0,"[""'Land'""]","[""'Gate'""]",100756,CLB,Common,0,0.56
796,Sea Gate Oracle,['U'],3,"[""'Creature'""]","[""'Human'"", ""'Wizard'""]",63225,MM3,Common,0,0.002
797,Silverbluff Bridge,,0,"[""'Artifact'"", ""'Land'""]",,90891,MH2,Common,0,0.008
798,Skred,['R'],1,"[""'Instant'""]",,24817,CSP,Common,0,3.32
799,Snap,['U'],2,"[""'Instant'""]",,107621,DMR,Common,0,0.07
800,Snowfield Sinkhole,,0,"[""'Snow'"", ""'Land'""]","[""'Plains'"", ""'Swamp'""]",87889,KHM,Common,0,0.002
801,Squadron Hawk,['W'],2,"[""'Creature'""]","[""'Bird'""]",66982,A25,Common,0,0.002
802,Sunscape Familiar,['W'],2,"[""'Creature'""]","[""'Wall'""]",15287,PS,Common,0,1.71
803,The Modern Age,['U'],2,"[""'Enchantment'""]","[""'Saga'""]",97050,NEO,Common,0,0.002
804,Thought Scour,['U'],1,"[""'Instant'""]",,43399,DKA,Common,0,0.007
805,Timberwatch Elf,['G'],3,"[""'Creature'""]","[""'Elf'""]",18641,LGN,Common,0,0.02
806,Tithing Blade,['B'],2,"[""'Artifact'""]",,118064,LCI,Common,0,0.002
807,Unearth,['B'],1,"[""'Sorcery'""]",,101676,2X2,Common,0,0.003
808,Union of the Third Path,['W'],3,"[""'Instant'""]",,104680,BRO,Common,0,0.002
809,Vault of Whispers,,0,"[""'Artifact'"", ""'Land'""]",,20019,MRD,Common,0,0.51
810,Vineshaper Prodigy,['G'],2,"[""'Creature'""]","[""'Elf'"", ""'Druid'""]",102850,DMU,Common,0,0.002
