card id,card name,colors,cmc,type
567,Mana Crypt,,0,Artifact
568,Mana Vault,,1,Artifact
569,Manifold Key,,1,Artifact
570,Mishra's Workshop,,0,Land
571,Mox Emerald,,0,Artifact
572,Mox Jet,,0,Artifact
573,Mox Pearl,,0,Artifact
574,Mox Ruby,,0,Artifact
575,Mox Sapphire,,0,Artifact
576,Mystic Forge,,4,Artifact
577,Paradoxical Outcome,['U'],4,Instant
578,Phyrexian Metamorph,['U'],4,Artifact Creature — Phyrexian Shapeshifter
579,Sol Ring,,1,Artifact
580,Time Vault,,2,Artifact
581,Time Walk,['U'],2,Sorcery
582,Tinker,['U'],3,Sorcery
583,Tolarian Academy,,0,Legendary Land
584,Batterskull,,5,Artifact — Equipment
585,Bridge from Below,['B'],3,Enchantment
586,Cabal Therapy,['B'],1,Sorcery
587,Careful Study,['U'],1,Sorcery
588,Cephalid Coliseum,,0,Land
589,Cephalid Illusionist,['U'],2,Creature — Cephalid Wizard
590,Copy Artifact,['U'],2,Enchantment
591,Dauntless Dismantler,['W'],2,Creature — Human Artificer
592,Dread Return,['B'],4,Sorcery
593,Elvish Reclaimer,['G'],1,Creature — Elf Warrior
594,"Emrakul, the Aeons Torn",,15,Legendary Creature — Eldrazi
595,Extraction Specialist,['W'],3,Creature — Human Rogue
596,Flagstones of Trokair,,0,Legendary Land
597,Flickerwisp,['W'],3,Creature — Elemental
598,Gaddock Teeg,"['G', 'W']",2,Legendary Creature — Kithkin Advisor
599,Glassdust Hulk,"['U', 'W']",5,Artifact Creature — Golem
600,Goblin Rabblemaster,['R'],3,Creature — Goblin Warrior
601,Golgari Grave-Troll,['G'],5,Creature — Troll Skeleton
602,Golgari Thug,['B'],2,Creature — Human Warrior
603,Green Sun's Zenith,['G'],1,Sorcery
604,"Hogaak, Arisen Necropolis","['B', 'G']",7,Legendary Creature — Avatar
605,Ichorid,['B'],4,Creature — Horror
606,Kaldra Compleat,,7,Legendary Artifact — Equipment
607,Knight of the Reliquary,"['G', 'W']",3,Creature — Human Knight
608,Land Grant,['G'],2,Sorcery
609,Legolas's Quick Reflexes,['G'],1,Instant
610,Loran of the Third Path,['W'],3,Legendary Creature — Human Artificer
611,Mother of Runes,['W'],1,Creature — Human Cleric
612,Narcomoeba,['U'],2,Creature — Illusion
613,Nomads en-Kor,['W'],1,Creature — Kor Nomad Soldier
614,Orim's Chant,['W'],1,Instant
615,Otherworldly Gaze,['U'],1,Instant
616,Outland Liberator,['G'],2,Creature — Human Werewolf
617,Pact of Negation,['U'],0,Instant
618,Paradox Engine,,5,Legendary Artifact
619,Ramunap Excavator,['G'],3,Creature — Naga Cleric
620,Recruiter of the Guard,['W'],3,Creature — Human Soldier
621,Rise // Fall,"['U', 'B']",4,Sorcery
622,Sanctum Prelate,['W'],3,Creature — Human Cleric
623,Sejiri Steppe,,0,Land
624,Shatterskull Smashing,['R'],2,Sorcery
625,Show and Tell,['U'],3,Sorcery
626,Shuko,,1,Artifact — Equipment
627,Snow-Covered Mountain,,0,Basic Snow Land — Mountain
628,Stinkweed Imp,['B'],3,Creature — Imp
629,Stoneforge Mystic,['W'],2,Creature — Kor Artificer
630,Sylvan Safekeeper,['G'],1,Creature — Human Wizard
631,"Syr Ginger, the Meal Ender",None,2,Legendary Artifact Creature — Food Knight
632,Tarmogoyf,['G'],2,Creature — Lhurgoyf
633,"Thalia, Guardian of Thraben",['W'],2,Legendary Creature — Human Soldier
634,Timeless Dragon,['W'],5,Creature — Dragon
635,Transmute Artifact,['U'],2,Sorcery
636,Umezawa's Jitte,,2,Legendary Artifact — Equipment
637,"Adeline, Resplendent Cathar",['W'],3,Legendary Creature — Human Knight
638,Amulet of Vigor,,1,Artifact
639,Arboreal Grazer,['G'],1,Creature — Beast
640,Archive Trap,['U'],5,Instant — Trap
641,Archmage's Charm,['U'],3,Instant
642,Ardent Plea,"['U', 'W']",3,Enchantment
643,Asmoranomardicadaistinaculdacar,"['B', 'R']",0,Legendary Creature — Human Wizard
644,"Azusa, Lost but Seeking",['G'],3,Legendary Creature — Human Monk
645,Blood Moon,['R'],3,Enchantment
646,Boros Garrison,,0,Land
647,Champion of the Parish,['W'],1,Creature — Human Soldier
648,Chromatic Sphere,,1,Artifact
649,Cranial Plating,,2,Artifact — Equipment
650,Crumbling Vestige,,0,Land
651,Cultivator Colossus,['G'],7,Creature — Plant Beast
652,Darkbore Pathway,,0,Land
653,Darksteel Citadel,,0,Artifact Land
654,Death's Shadow,['B'],1,Creature — Avatar
655,Drown in the Loch,"['B', 'U']",2,Instant
656,Dryad of the Ilysian Grove,['G'],3,Enchantment Creature — Nymph Dryad
657,Esper Sentinel,['W'],1,Artifact Creature — Human Soldier
658,Fiery Islet,,0,Land
659,Forging the Anchor,['U'],3,Sorcery
660,Fractured Sanity,['U'],3,Sorcery
661,Frogmite,,4,Artifact Creature — Frog
662,Gingerbrute,,1,Artifact Creature — Food Golem
663,Gruul Turf,,0,Land
664,Hedron Crab,['U'],1,Creature — Crab
665,Inquisition of Kozilek,['B'],1,Sorcery
666,"Jace, the Perfected Mind",['U'],4,Legendary Planeswalker — Jace
667,Littjara Mirrorlake,,0,Land
668,Meddling Mage,"['U', 'W']",2,Creature — Human Wizard
669,Memnite,,0,Artifact Creature — Construct
670,"Mikokoro, Center of the Sea",,0,Legendary Land
671,Mishra's Research Desk,,1,Artifact
672,Mistvault Bridge,,0,Artifact Land
673,Nettlecyst,,3,Artifact — Equipment
674,Nihil Spellbomb,,1,Artifact
675,Nishoba Brawler,['G'],2,Creature — Cat Warrior
676,Oblivion Stone,,3,Artifact
677,"Oboro, Palace in the Clouds",,0,Legendary Land
678,Ornithopter,,0,Artifact Creature — Thopter
679,Ovalchase Daredevil,['B'],4,Creature — Human Pilot
680,Primeval Titan,['G'],6,Creature — Giant
681,Reflector Mage,"['U', 'W']",3,Creature — Human Wizard
682,Ruin Crab,['U'],1,Creature — Crab
683,Scion of Draco,,12,Artifact Creature — Dragon
684,Secluded Courtyard,,0,Land
685,Selesnya Sanctuary,,0,Land
686,Shelldock Isle,,0,Land
687,Silent Clearing,,0,Land
688,Slayers' Stronghold,,0,Land
689,Snapcaster Mage,['U'],2,Creature — Human Wizard
690,Sojourner's Companion,,7,Artifact Creature — Salamander
691,Strike It Rich,['R'],1,Sorcery
692,Stubborn Denial,['U'],1,Instant
693,Sulfur Falls,,0,Land
694,Summoner's Pact,['G'],0,Instant
695,Surgical Extraction,['B'],1,Instant
696,Talisman of Resilience,,2,Artifact
697,Tanglepool Bridge,,0,Artifact Land
698,Tasha's Hideous Laughter,['U'],3,Sorcery
699,Territorial Kavu,"['G', 'R']",2,Creature — Kavu
700,Thalia's Lieutenant,['W'],2,Creature — Human Soldier
701,The Mightstone and Weakstone,,5,Legendary Artifact — Powerstone
702,The Mycosynth Gardens,,0,Land — Sphere
703,The Underworld Cookbook,,1,Artifact
704,Tolaria West,,0,Land
705,Treasure Vault,,0,Artifact Land
706,Tribal Flames,['R'],2,Sorcery
707,"Ulamog, the Ceaseless Hunger",,10,Legendary Creature — Eldrazi
708,Unclaimed Territory,,0,Land
709,Urza's Mine,,0,Land — Urza's Mine
710,Urza's Power Plant,,0,Land — Urza's Power-Plant
711,Urza's Tower,,0,Land — Urza's Tower
712,"Valakut, the Molten Pinnacle",,0,Land
713,"Venser, Shaper Savant",['U'],4,Legendary Creature — Human Wizard
714,Vesuva,,0,Land
715,Visions of Beyond,['U'],1,Instant
716,Warping Wail,,2,Instant
717,Wild Nacatl,['G'],1,Creature — Cat Warrior
718,Wurmcoil Engine,,6,Artifact Creature — Phyrexian Wurm
719,Acorn Harvest,['G'],4,Sorcery
720,Archaeomancer,['U'],4,Creature — Human Wizard
721,Ardent Recruit,['W'],1,Creature — Human Soldier
722,Arms of Hadar,['B'],4,Sorcery
723,Auriok Sunchaser,['W'],2,Creature — Human Soldier
724,Azorius Chancery,,0,Land
725,Azorius Guildgate,,0,Land — Gate
726,Basilisk Gate,,0,Land — Gate
727,Birchlore Rangers,['G'],1,Creature — Elf Druid Ranger
728,Blanchwood Prowler,['G'],2,Creature — Elemental
729,Brokers Hideout,,0,Land
730,Candy Trail,None,1,Artifact — Food Clue
731,Chromatic Star,,1,Artifact
732,Citadel Gate,,0,Land — Gate
733,Cleansing Wildfire,['R'],2,Sorcery
734,Cliffgate,,0,Land — Gate
735,Crimson Fleet Commodore,['R'],4,Creature — Ogre Pirate
736,Cryptic Serpent,['U'],7,Creature — Serpent
737,Dark-Dweller Oracle,['R'],2,Creature — Goblin Shaman
738,Deadly Dispute,['B'],2,Instant
739,Deep Analysis,['U'],4,Sorcery
740,Destroy Evil,['W'],2,Instant
741,Distant Melody,['U'],4,Sorcery
742,Dragon Wings,['U'],2,Enchantment — Aura
743,Drossforge Bridge,,0,Artifact Land
744,Elvish Branchbender,['G'],3,Creature — Elf Druid
745,Elvish Mystic,['G'],1,Creature — Elf Druid
746,Elvish Vanguard,['G'],2,Creature — Elf Warrior
747,Fanatical Offering,['B'],2,Instant
748,Fiery Cannonade,['R'],3,Instant
749,First Day of Class,['R'],2,Instant
750,Force Spike,['U'],1,Instant
751,Fyndhorn Elves,['G'],1,Creature — Elf Druid
752,Geothermal Bog,,0,Land — Swamp Mountain
753,Ghostly Flicker,['U'],3,Instant
754,Glacial Floodplain,,0,Snow Land — Plains Island
755,Gnaw to the Bone,['G'],3,Instant
756,God-Pharaoh's Faithful,['W'],1,Creature — Human Wizard
757,Guardian of the Guildpact,['W'],4,Creature — Spirit
758,Haunted Mire,,0,Land — Swamp Forest
759,Heap Gate,,0,Land — Gate
760,Hopeless Nightmare,['B'],1,Enchantment
761,Ice Tunnel,,0,Snow Land — Island Swamp
762,Jaspera Sentinel,['G'],1,Creature — Elf Rogue
763,Kenku Artificer,['U'],3,Creature — Bird Artificer
764,Krark-Clan Shaman,['R'],1,Creature — Goblin Shaman
765,Lead the Stampede,['G'],3,Sorcery
766,Llanowar Elves,['G'],1,Creature — Elf Druid
767,Lose Focus,['U'],2,Instant
768,Lotleth Giant,['B'],7,Creature — Zombie Giant
769,Masked Vandal,['G'],2,Creature — Shapeshifter
770,Meeting of Minds,['U'],4,Instant
771,Mental Note,['U'],1,Instant
772,Mephitic Draught,['B'],2,Artifact
773,Mesmeric Fiend,['B'],2,Creature — Nightmare Horror
774,Mire Triton,['B'],2,Creature — Zombie Merfolk
775,Moon-Circuit Hacker,['U'],2,Enchantment Creature — Human Ninja
776,Mortuary Mire,,0,Land
777,Mulldrifter,['U'],5,Creature — Elemental
778,Myr Enforcer,,7,Artifact Creature — Myr
779,Negate,['U'],2,Instant
780,Of One Mind,['U'],3,Sorcery
781,Omen of the Dead,['B'],1,Enchantment
782,Orzhov Basilica,,0,Land
783,Priest of Titania,['G'],2,Creature — Elf Druid
784,Prismatic Strands,['W'],3,Instant
785,Prohibit,['U'],2,Instant
786,Putrid Goblin,['B'],2,Creature — Zombie Goblin
787,Quirion Ranger,['G'],1,Creature — Elf Ranger
788,Rakdos Carnarium,,0,Land
789,Razortide Bridge,,0,Artifact Land
790,Rustvale Bridge,,0,Artifact Land
791,Sacred Cat,['W'],1,Creature — Cat
792,Saiba Cryptomancer,['U'],2,Creature — Moonfolk Ninja
793,Satyr Wayfinder,['G'],2,Creature — Satyr
794,Scrapwork Mutt,,2,Artifact Creature — Dog
795,Sea Gate,,0,Land — Gate
796,Sea Gate Oracle,['U'],3,Creature — Human Wizard
797,Silverbluff Bridge,,0,Artifact Land
798,Skred,['R'],1,Instant
799,Snap,['U'],2,Instant
800,Snowfield Sinkhole,,0,Snow Land — Plains Swamp
801,Squadron Hawk,['W'],2,Creature — Bird
802,Sunscape Familiar,['W'],2,Creature — Wall
803,The Modern Age,['U'],2,Enchantment — Saga
804,Thought Scour,['U'],1,Instant
805,Timberwatch Elf,['G'],3,Creature — Elf
806,Tithing Blade,['B'],2,Artifact
807,Unearth,['B'],1,Sorcery
808,Union of the Third Path,['W'],3,Instant
809,Vault of Whispers,,0,Artifact Land
810,Vineshaper Prodigy,['G'],2,Creature — Elf Druid
811,Volatile Fjord,,0,Snow Land — Island Mountain
812,Winding Way,['G'],2,Sorcery
813,Wooded Ridgeline,,0,Land — Mountain Forest
814,Abrupt Decay,"['B', 'G']",2,Instant
815,Aetherflux Reservoir,,4,Artifact
816,Amalia Benavides Aguirre,"['B', 'W']",2,Legendary Creature — Vampire Scout
817,Bring to Light,"['G', 'U']",5,Sorcery
818,Cenote Scout,['G'],1,Creature — Merfolk Scout
819,Chart a Course,['U'],2,Sorcery
820,Cling to Dust,['B'],1,Instant
821,Collected Company,['G'],4,Instant
822,Combat Courier,,1,Artifact Creature — Construct
823,Deafening Clarion,"['R', 'W']",3,Sorcery
824,"Dina, Soul Steeper","['B', 'G']",2,Legendary Creature — Dryad Druid
825,Dragonskull Summit,,0,Land
826,Drowned Catacomb,,0,Land
827,Ensoul Artifact,['U'],2,Enchantment — Aura
828,Extinction Event,['B'],4,Sorcery
829,Fabled Passage,,0,Land
830,Gleeful Demolition,['R'],1,Sorcery
831,Godless Shrine,,0,Land — Plains Swamp
832,Hinterland Harbor,,0,Land
833,Invoke Despair,['B'],5,Sorcery
834,"Kellan, Daring Traveler",['W'],2,Legendary Creature — Human Faerie Scout
835,Lunarch Veteran,['W'],1,Creature — Human Cleric
836,"Nahiri, the Harbinger","['R', 'W']",4,Legendary Planeswalker — Nahiri
837,Niv-Mizzet Reborn,"['B', 'G', 'R', 'U', 'W']",5,Legendary Creature — Dragon Avatar
838,"Niv-Mizzet, Supreme","['B', 'G', 'R', 'U', 'W']",5,Legendary Creature — Dragon Avatar
839,Prosperous Innkeeper,['G'],2,Creature — Halfling Citizen
840,Quakebringer,['R'],5,Creature — Giant Berserker
841,Reckless Bushwhacker,['R'],3,Creature — Goblin Warrior Ally
842,Return to the Ranks,['W'],2,Sorcery
843,Selfless Savior,['W'],1,Creature — Dog
844,Shadows' Verdict,['B'],5,Sorcery
845,Shivan Reef,,0,Land
846,Shrapnel Blast,['R'],2,Instant
847,Smuggler's Copter,,2,Artifact — Vehicle
848,Spyglass Siren,['U'],1,Creature — Siren Pirate
849,Sunpetal Grove,,0,Land
850,Sylvan Caryatid,['G'],2,Creature — Plant
851,Tenacious Underdog,['B'],2,Creature — Human Warrior
852,The End,['G'],4,Legendary Enchantment Creature — Spider
853,Torch the Tower,['R'],1,Instant
854,Unmoored Ego,"['B', 'U']",3,Sorcery
855,"Valki, God of Lies",['B'],2,Legendary Creature — God
856,Vanishing Verse,"['B', 'W']",2,Instant
857,Voice of Resurgence,"['G', 'W']",2,Creature — Elemental
858,Welcoming Vampire,['W'],3,Creature — Vampire
859,Wildgrowth Walker,['G'],2,Creature — Elemental
860,Ziatora's Proving Ground,,0,Land — Swamp Mountain Forest
861,Archangel of Wrath,['W'],4,Creature — Angel
862,"Ashnod, Flesh Mechanist",['B'],1,Legendary Creature — Human Artificer
863,Audacity,['G'],1,Enchantment — Aura
864,Bartolomé del Presidio,"['B', 'W']",2,Legendary Creature — Vampire Knight
865,Black Sun's Twilight,['B'],1,Instant
866,Cacophony Scamp,['R'],1,Creature — Phyrexian Goblin Warrior
867,Caves of Koilos,,0,Land
868,Chrome Host Seedshark,['U'],3,Creature — Phyrexian Shark
869,Copperline Gorge,,0,Land
870,Courier's Briefcase,['G'],2,Artifact — Treasure
871,Darkslick Shores,,0,Land
872,"Dennick, Pious Apprentice","['U', 'W']",2,Legendary Creature — Human Soldier
873,Depopulate,['W'],4,Sorcery
874,Dig Up,['G'],1,Sorcery
875,Dreamroot Cascade,,0,Land
876,"Elas il-Kor, Sadistic Pilgrim","['B', 'W']",2,Legendary Creature — Phyrexian Kor Cleric
877,Ertai Resurrected,"['B', 'U']",4,Legendary Creature — Phyrexian Human Wizard
878,Experimental Augury,['U'],2,Instant
879,Faerie Mastermind,['U'],2,Creature — Faerie Rogue
880,Fallaji Archaeologist,['U'],2,Creature — Human Scout
881,Geological Appraiser,['R'],4,Creature — Human Artificer
882,Giant Growth,['G'],1,Instant
883,Herd Migration,['G'],7,Sorcery
884,Horned Loch-Whale,['U'],6,Creature — Whale
885,Imodane's Recruiter,['R'],3,Creature — Human Knight
886,Invasion of Segovia,['U'],3,Battle — Siege
887,Invasion of Zendikar,['G'],4,Battle — Siege
888,Kami of Whispered Hopes,['G'],3,Creature — Spirit
889,Karplusan Forest,,0,Land
890,Knight-Errant of Eos,['W'],5,Creature — Human Knight
891,Likeness Looter,"['B', 'U']",2,Creature — Faerie Shapeshifter
892,"Lord Skitter, Sewer King",['B'],3,Legendary Creature — Rat Noble
893,"Ludevic, Necrogenius","['B', 'U']",2,Legendary Creature — Human Wizard
894,"Malcolm, Alluring Scoundrel",['U'],2,Legendary Creature — Siren Pirate
895,Mirran Banesplitter,['R'],1,Artifact — Equipment
896,Nahiri's Warcrafting,['R'],3,Sorcery
897,"Ozolith, the Shattered Spire",['G'],2,Legendary Artifact
898,Phyrexian Obliterator,['B'],4,Creature — Phyrexian Horror
899,Picnic Ruiner,['R'],2,Creature — Goblin Rogue
900,Pile On,['B'],4,Instant
901,Plaza of Heroes,,0,Land
902,Protect the Negotiators,['U'],2,Instant
903,Raging Battle Mouse,['R'],2,Creature — Mouse
904,Realm-Scorcher Hellkite,['R'],6,Creature — Dragon
905,Regal Bunnicorn,['W'],2,Creature — Rabbit Unicorn
906,Relic of Legends,,3,Artifact
907,Resolute Reinforcements,['W'],2,Creature — Human Soldier
908,Restless Reef,None,0,Land
909,Restless Vinestalk,None,0,Land
910,Rockfall Vale,,0,Land
911,"Rona, Herald of Invasion",['U'],2,Legendary Creature — Human Wizard
912,Royal Treatment,['G'],1,Instant
913,Seed of Hope,['G'],1,Instant
914,Shattered Sanctum,,0,Land
915,Shipwreck Marsh,,0,Land
916,Slaughter Singer,"['G', 'W']",2,Creature — Phyrexian Cleric
917,Sleep-Cursed Faerie,['U'],1,Creature — Faerie Wizard
918,"Slogurk, the Overslime","['G', 'U']",3,Legendary Creature — Ooze
919,Subterranean Schooner,['U'],2,Artifact — Vehicle
920,Tail Swipe,['G'],1,Instant
921,Teething Wurmlet,['G'],1,Creature — Wurm
922,The Cruelty of Gix,['B'],5,Enchantment — Saga
923,The Goose Mother,"['G', 'U']",2,Legendary Creature — Bird Hydra
924,Thran Portal,,0,Land — Gate
925,"Titania, Voice of Gaea",['G'],3,Legendary Creature — Elemental
926,Topiary Stomper,['G'],3,Creature — Plant Dinosaur
927,"Tyvar, Jubilant Brawler","['B', 'G']",3,Legendary Planeswalker — Tyvar
928,Underground River,,0,Land
929,Virtue of Loyalty,['W'],5,Enchantment
930,Voltage Surge,['R'],1,Instant
931,Werefox Bodyguard,['W'],3,Creature — Elf Fox Knight
932,Yavimaya Iconoclast,['G'],2,Creature — Elf
933,Yotian Frontliner,,1,Artifact Creature — Soldier
934,Anointed Peacekeeper,['W'],3,Creature — Human Cleric
935,Archon of Emeria,['W'],3,Creature — Archon
936,Bolas's Citadel,['B'],6,Legendary Artifact
937,Chancellor of the Annex,['W'],7,Creature — Phyrexian Angel
938,Conspicuous Snoop,['R'],2,Creature — Goblin Rogue
939,Demonic Tutor,['B'],2,Sorcery
940,Dig Through Time,['U'],8,Instant
941,Dockside Extortionist,['R'],2,Creature — Goblin Pirate
942,Emeria's Call,['W'],7,Sorcery
943,Flash,['U'],2,Instant
944,Flusterstorm,['U'],1,Instant
945,Forbidden Orchard,,0,Land
946,Gitaxian Probe,['U'],1,Sorcery
947,Goblin Recruiter,['R'],2,Creature — Goblin
948,Goblin Trashmaster,['R'],4,Creature — Goblin Warrior
949,"Golos, Tireless Pilgrim",,5,Legendary Artifact Creature — Scout
950,Impulsive Pilferer,['R'],1,Creature — Goblin Pirate
951,Inventors' Fair,,0,Legendary Land
952,"Kiki-Jiki, Mirror Breaker",['R'],5,Legendary Creature — Goblin Shaman
953,Lodestone Golem,,4,Artifact Creature — Golem
954,Mental Misstep,['U'],1,Instant
955,Merchant Scroll,['U'],2,Sorcery
956,Mindbreak Trap,['U'],4,Instant — Trap
957,Mogg Fanatic,['R'],1,Creature — Goblin
958,Mystical Tutor,['U'],1,Instant
959,Null Rod,,2,Artifact
960,Oath of Druids,['G'],2,Enchantment
961,"Oko, Thief of Crowns","['G', 'U']",3,Legendary Planeswalker — Oko
962,Phyrexian Revoker,,2,Artifact Creature — Phyrexian Horror
963,Pyrite Spellbomb,,1,Artifact
964,Seasoned Dungeoneer,['W'],4,Creature — Human Warrior
965,Sensei's Divining Top,,1,Artifact
966,Spreading Seas,['U'],2,Enchantment — Aura
967,Strip Mine,,0,Land
968,Thorn of Amethyst,,2,Artifact
969,Timetwister,['U'],3,Sorcery
970,Torch Courier,['R'],1,Creature — Goblin
971,Vampiric Tutor,['B'],1,Instant
972,White Plume Adventurer,['W'],3,Creature — Orc Cleric
973,Ad Nauseam,['B'],5,Instant
974,Burning Wish,['R'],2,Sorcery
975,Collective Brutality,['B'],2,Sorcery
976,Collector Ouphe,['G'],2,Creature — Ouphe
977,Ethersworn Canonist,['W'],2,Artifact Creature — Human Cleric
978,Forth Eorlingas!,"['R', 'W']",2,Sorcery
979,Grindstone,,1,Artifact
980,Hope of Ghirapur,,1,Legendary Artifact Creature — Thopter
981,Hymn to Tourach,['B'],2,Sorcery
982,Infernal Tutor,['B'],2,Sorcery
983,Ingenious Smith,['W'],2,Creature — Human Artificer
984,Lion's Eye Diamond,,0,Artifact
985,Opposition Agent,['B'],3,Creature — Human Rogue
986,Oswald Fiddlebender,['W'],2,Legendary Creature — Gnome Artificer
987,Painter's Servant,,2,Artifact Creature — Scarecrow
988,Portent,['U'],1,Sorcery
989,Price of Progress,['R'],2,Instant
990,Relic of Sauron,,4,Artifact
991,Retreat to Coralhelm,['U'],3,Enchantment
992,Retrofitter Foundry,,1,Artifact
993,Saprazzan Skerry,,0,Land
994,Shallow Grave,['B'],2,Instant
995,Stalactite Stalker,['B'],1,Creature — Goblin Rogue
996,Tainted Indulgence,"['B', 'U']",2,Instant
997,Tendrils of Agony,['B'],4,Sorcery
998,Terminus,['W'],6,Sorcery
999,Touch the Spirit Realm,['W'],3,Enchantment
1000,Vapor Snag,['U'],1,Instant
1001,Wishclaw Talisman,['B'],2,Artifact
1002,"Baral, Chief of Compliance",['U'],2,Legendary Creature — Human Wizard
1003,Bitter Reunion,['R'],2,Enchantment
1004,Cabal Coffers,,0,Land
1005,Charming Prince,['W'],2,Creature — Human Noble
1006,City of Brass,,0,Land
1007,Coalition Relic,,3,Artifact
1008,Damnation,['B'],4,Sorcery
1009,Demolition Field,,0,Land
1010,Desperate Ritual,['R'],2,Instant — Arcane
1011,"Emeria, the Sky Ruin",,0,Land
1012,Gifts Ungiven,['U'],4,Instant
1013,Goblin Electromancer,"['R', 'U']",2,Creature — Goblin Wizard
1014,Goryo's Vengeance,['B'],2,Instant — Arcane
1015,Grapeshot,['R'],2,Sorcery
1016,Karn Liberated,,7,Legendary Planeswalker — Karn
1017,Leyline of the Void,['B'],4,Enchantment
1018,Manamorphose,"['G', 'R']",2,Instant
1019,March of Wretched Sorrow,['B'],1,Instant
1020,Mutagenic Growth,['G'],1,Instant
1021,On Thin Ice,['W'],1,Snow Enchantment — Aura
1022,Past in Flames,['R'],4,Sorcery
1023,Path to Exile,['W'],1,Instant
1024,Persist,['B'],2,Sorcery
1025,Phantasmal Image,['U'],2,Creature — Illusion
1026,Profane Tutor,['B'],0,Sorcery
1027,Pyretic Ritual,['R'],2,Instant
1028,Remand,['U'],2,Instant
1029,Serum Visions,['U'],1,Sorcery
1030,Sun Titan,['W'],6,Creature — Giant
1031,"Sunhome, Fortress of the Legion",,0,Land
1032,Sunken Ruins,,0,Land
1033,"Ugin, the Spirit Dragon",,8,Legendary Planeswalker — Ugin
1034,Underworld Breach,['R'],2,Enchantment
1035,Urabrask,['R'],5,Legendary Creature — Phyrexian Praetor
1036,Wish,['R'],3,Sorcery
1037,Alms of the Vein,['B'],3,Sorcery
1038,Avacyn's Pilgrim,['G'],1,Creature — Human Monk
1039,Axebane Guardian,['G'],3,Creature — Human Druid
1040,Azure Fleet Admiral,['U'],4,Creature — Human Pirate
1041,Battle Screech,['W'],4,Sorcery
1042,Blood Fountain,['B'],1,Artifact
1043,Crashing Drawbridge,,2,Artifact Creature — Wall
1044,Drift of Phantasms,['U'],3,Creature — Spirit
1045,Fiery Temper,['R'],3,Instant
1046,Freed from the Real,['U'],3,Enchantment — Aura
1047,Galvanic Alchemist,['U'],3,Creature — Human Wizard
1048,Guardians' Pledge,['W'],3,Instant
1049,Idyllic Beachfront,,0,Land — Plains Island
1050,Kitchen Imp,['B'],4,Creature — Imp
1051,Manor Gate,,0,Land — Gate
1052,Militia Bugler,['W'],3,Creature — Human Soldier
1053,Open the Gates,['G'],1,Sorcery
1054,Orochi Leafcaller,['G'],1,Creature — Snake Shaman
1055,Overgrown Battlement,['G'],2,Creature — Wall
1056,Pulse of Murasa,['G'],3,Instant
1057,Raffine's Informant,['W'],2,Creature — Human Wizard
1058,Reaping the Graves,['B'],3,Instant
1059,Reckoner's Bargain,['B'],2,Instant
1060,Saruli Caretaker,['G'],1,Creature — Dryad
1061,Saruli Gatekeepers,['G'],4,Creature — Elf Warrior
1062,Shield-Wall Sentinel,,4,Artifact Creature — Golem
1063,Somber Hoverguard,['U'],6,Creature — Drone
1064,The Autonomous Furnace,,0,Land — Sphere
1065,Tuktuk Rubblefort,['R'],3,Creature — Wall
1066,Valakut Invoker,['R'],3,Creature — Human Shaman
1067,Vampire's Kiss,['B'],2,Sorcery
1068,Beseech the Mirror,['B'],4,Sorcery
1069,Bishop of Wings,['W'],2,Creature — Human Cleric
1070,Branchloft Pathway,,0,Land
1071,Brushland,,0,Land
1072,Canyon Slough,,0,Land — Swamp Mountain
1073,Concealed Courtyard,,0,Land
1074,Esika's Chariot,['G'],4,Legendary Artifact — Vehicle
1075,"Giada, Font of Hope",['W'],2,Legendary Creature — Angel
1076,Gingerbread Cabin,,0,Land — Forest
1077,"Greasefang, Okiba Boss","['B', 'W']",3,Legendary Creature — Rat Pilot
1078,Grisly Salvage,"['B', 'G']",2,Instant
1079,"Heliod, the Radiant Dawn",['W'],4,Legendary Enchantment Creature — God
1080,Hidden Necropolis,None,0,Land — Cave
1081,Inspiring Overseer,['W'],3,Creature — Angel Cleric
1082,Kayla's Reconstruction,['W'],3,Sorcery
1083,Mastermind's Acquisition,['B'],4,Sorcery
1084,Parhelion II,['W'],8,Legendary Artifact — Vehicle
1085,Resplendent Angel,['W'],3,Creature — Angel
1086,Righteous Valkyrie,['W'],3,Creature — Angel Cleric
1087,Scapeshift,['G'],4,Sorcery
1088,"Skysovereign, Consul Flagship",,5,Legendary Artifact — Vehicle
1089,Spelunking,['G'],3,Enchantment
1090,Splendid Reclamation,['G'],4,Sorcery
1091,Temple of Malady,,0,Land
1092,The Meathook Massacre,['B'],2,Legendary Enchantment
1093,Titan of Industry,['G'],7,Creature — Elemental
1094,Traverse the Ulvenwald,['G'],1,Sorcery
1095,Vessel of Nascency,['G'],1,Enchantment
1096,Bloated Contaminator,['G'],3,Creature — Phyrexian Beast
1097,Commune with Spirits,['G'],1,Sorcery
1098,Generous Visitor,['G'],1,Creature — Spirit
1099,Hallowed Haunting,['W'],4,Enchantment
1100,Haughty Djinn,['U'],3,Creature — Djinn
1101,Helping Hand,['W'],1,Sorcery
1102,Henrika Domnathi,['B'],4,Legendary Creature — Vampire
1103,Jukai Naturalist,"['G', 'W']",2,Enchantment Creature — Human Monk
1104,Kaito Shizuki,"['B', 'U']",3,Legendary Planeswalker — Kaito
1105,"Katilda, Dawnhart Martyr",['W'],3,Legendary Creature — Spirit Warlock
1106,Monastery Mentor,['W'],3,Creature — Human Monk
